PID,x_merc,y_merc,Neighborhood,Sector,SalePrice,latitude,longitude,le_Neighbor,le_Sector,MSSubClass,YearBuilt,YearRemodAdd,OverallQual,Prop_Addr,GrLivArea
534428100,-10421969.072603254,5167018.520862649,NAmes,NO,153.0,42.04030279785764,-93.62214108540458,15,1,1Fl,1960,2000,5,821 NARLAND DR,1118
533350050,-10425982.972101472,5166566.8890979495,Veenker,NW,385.0,42.03728964083625,-93.65819855808628,27,2,1Fl,1981,1987,9,3110 KINGMAN RD,1842
908188130,-10427265.757753003,5163796.792545076,Edwards,WE,130.0,42.01880522915272,-93.66972201765648,7,5,2FlPUD,2004,2006,6,3830 MARIGOLD DR,1709
534453150,-10422648.116154777,5166335.897270088,BrkSide,DT,127.0,42.03574847468436,-93.62824103741372,3,0,1Fl,1908,1991,5,1402 RIDGEWOOD AVE,1252
528458120,-10424865.774357688,5168519.039500059,Somerst,NW,270.0,42.0503128,-93.6481626,24,2,2Fl,2006,2006,8,2719 CAMBRIDGE DR,1959
535179050,-10420970.34737366,5167567.062999401,NAmes,NO,141.0,42.04396232081264,-93.61316938402076,15,1,1Fl,1957,1957,5,208 22ND ST,1092
527302185,-10423564.737345343,5169267.290861013,NWAmes,NW,235.0,42.055303816598176,-93.6364751856661,17,2,1Fl,1978,1978,7,3416 CLINTON CT,2064
534128190,-10423191.587161211,5167946.14850483,NWAmes,NW,257.0,42.04649121414232,-93.63312312052932,17,2,2Fl,1967,1997,6,2531 PIERCE AVE,2640
528180110,-10425233.223614376,5169640.786968438,NridgHt,NW,337.0,42.05779497875085,-93.65146345283424,19,2,1FlPUD,2008,2008,9,3015 BURNHAM DR,1866
916176125,-10425065.313414942,5161204.010978162,Timber,SO,375.0,42.00149914254683,-93.64995508984912,26,4,1Fl,1965,1965,7,2227 TIMBERLAND RD,2036
903454090,-10421771.804958371,5166153.874296733,IDOTRR,DT,141.0,42.02211967187807,-93.6223868045226,11,0,1Fl,1937,1950,6,1211 N 2ND ST,1375
535457010,-10420170.305968164,5166196.953186975,NAmes,NO,160.0,42.03482142857143,-93.6059824897959,15,1,1Fl,1962,1962,6,1321 GLENDALE AVE,1116
528462040,-10424886.806250537,5168504.317413109,Somerst,NW,182.0,42.050214596203936,-93.648351532708,24,2,1Fl,2007,2008,7,2806 YORK DR,1428
909428120,-10423907.871938514,5162875.42036568,Crawfor,SO,217.0,42.01265586868687,-93.63955761616162,6,4,1Fl,1953,1953,6,2003 GREENBRIAR CIR,2259
916460060,-10424692.221067935,5160439.414949685,Timber,SO,195.0,41.996394780494285,-93.64660354427208,26,4,1Fl,1999,2000,6,2902 WHITE OAK DR,1675
528431050,-10424246.319415186,5169144.155338817,Somerst,NW,255.0,42.0544825,-93.64259794157329,24,2,1Fl,2006,2006,8,2507 DALTON ST,1636
527110020,-10423636.98978818,5170072.496357737,Gilbert,NW,168.0,42.060674292874886,-93.63712424040322,8,2,SPLIT,1995,1996,7,1909 WYNGATE DR,1474
535352080,-10421280.615656642,5166540.939792244,NAmes,NO,118.0,42.037116510204086,-93.61595657142855,15,1,1Fl,1947,1950,5,419 15TH ST,1216
527402250,-10422446.943150103,5169159.255262824,NAmes,NO,150.0,42.0545832173913,-93.62643386956522,15,1,1Fl,1971,2008,5,1115 GARNER CIR,1078
535451040,-10420393.804595072,5166550.737410982,NAmes,NO,119.0,42.03718187878788,-93.60799021212122,15,1,1Fl,1950,1950,5,1517 STAFFORD AVE,988
905452050,-10421771.804958371,5166153.874296733,Edwards,WE,113.0,42.022026364190864,-93.66674564927546,7,5,1Fl,1941,1950,4,329 FRANKLIN AVE,672
903225090,-10422348.208194396,5165987.693277318,BrkSide,DT,159.0,42.03342520408163,-93.62554691836736,3,0,1Fl,1947,1950,6,1202 NORTHWESTERN AVE,1664
531363010,-10429679.15654022,5166630.712176225,SawyerW,WE,159.0,42.03771545869594,-93.69140194782878,23,5,1Fl,2007,2007,7,5406 KANSAS DR,1218
923205025,-10420309.13040084,5159662.360521263,Mitchel,SE,168.0,41.9912068279948,-93.60722957089274,14,3,DUP2FAM,1961,1975,4,314 PATRICIA DR,1622
532377060,-10427538.516840866,5166212.648509551,Sawyer,WE,122.0,42.03492614970521,-93.67217225423155,22,5,1Fl,1967,1967,5,1327 ALABAMA LN,900
902109160,-10421751.542570408,5165555.174688507,OldTown,DT,122.0,42.03053925526278,-93.62018697987196,20,0,1Fl,1920,1950,5,926 GRAND AVE,1740
902128075,-10421063.77437588,5165814.431447332,OldTown,DT,120.0,42.03226914285714,-93.61400865306122,20,0,1Fl,1920,2006,7,1107 KELLOGG AVE,1027
528178070,-10425661.730741091,5169549.459726952,NridgHt,NW,421.0,42.05718584898524,-93.65531279784706,19,2,2Fl,2001,2002,8,3728 BRIDGEPORT DR,2649
903225160,-10422349.741677178,5166035.362473113,BrkSide,DT,107.0,42.03374326530612,-93.62556069387756,3,0,2Fl,1900,2000,6,1232 NORTHWESTERN AVE,1290
906380170,-10429673.607745284,5164668.414094937,CollgCr,WE,194.0,42.024622,-93.6913521021558,5,5,1Fl,2006,2006,7,5327 DURANT ST,1220
528174020,-10425011.345056862,5169854.586564054,NridgHt,NW,204.0,42.05922094551288,-93.64947028383988,19,2,1FlPUD,2005,2006,6,2920 HARRISON RD,1302
910201110,-10422500.446358137,5164350.669657422,IDOTRR,DT,100.0,42.022501592513066,-93.62691449706048,11,0,1Fl,1939,1950,4,125 S HAZEL AVE,1123
535325400,-10421223.094042543,5166748.284936575,NAmes,NO,105.0,42.03849987878044,-93.61543984597746,15,1,1Fl,1920,1994,4,1606 BURNETT AVE,985
535150070,-10421715.48733838,5167496.696454476,NAmes,NO,105.0,42.04349289193036,-93.61986309021196,15,1,1Fl,1920,2007,4,2201 BARR DR,1738
533254100,-10424738.803346489,5167309.642227069,Veenker,NW,187.0,42.042245,-93.647022,27,2,SPLIT,1976,1994,6,2106 TORREY PINES RD,1855
533254130,-10424570.376956915,5167452.193156618,Veenker,NW,182.0,42.043196,-93.645509,27,2,1Fl,1976,1976,6,2124 TORREY PINES RD,1262
907194110,-10429540.393825036,5163453.8757352345,CollgCr,WE,187.0,42.0165166262228,-93.69015542114964,5,5,1Fl,2001,2002,7,5344 CLEMENS BLVD,1430
531375100,-10429590.581629282,5166643.01185084,SawyerW,WE,158.0,42.03779751992414,-93.69060626586594,23,5,1Fl,2004,2004,6,5321 KANSAS DR,1158
532477030,-10426419.147816649,5166596.601610538,Veenker,NW,192.0,42.03748787855076,-93.6621167912013,27,2,1Fl,1974,1974,6,3326 KINGMAN RD,1430
534102025,-10423907.246750262,5168239.217955995,Somerst,NW,230.0,42.04844622222222,-93.639552,24,2,1Fl,2002,2002,7,2651 SOMERSET DR,1492
905452160,-10426859.506362945,5164850.3311602445,Edwards,WE,128.0,42.02583595734114,-93.66607259932762,7,5,1Fl,1954,1998,5,322 CRANE AVE,1172
533208050,-10424696.21644674,5168126.525214995,Somerst,NW,197.0,42.04769447845684,-93.64663943537052,24,2,1FlPUD,2005,2005,8,2808 NORTHRIDGE LN,1247
905427030,-10426279.88700909,5165202.701214911,Edwards,WE,415.0,42.0281873047507,-93.66086579008224,7,5,2Fl,1935,1990,6,3226 OAKLAND ST,3672
535301010,-10421457.143378949,5167271.985081181,NAmes,NO,136.0,42.04199377551021,-93.61754234693878,15,1,DUP2FAM,1979,1979,5,520 20TH ST 522,943
909280030,-10424089.414155103,5163515.709108047,Crawfor,SO,250.0,42.0169293039374,-93.64118843764037,6,4,1Fl,1936,1987,7,623 AGG AVE,2057
528116010,-10426027.986709328,5170088.230417145,NridgHt,NW,296.0,42.0607792297516,-93.65860293118872,19,2,1Fl,2004,2005,8,4115 WEMBLEY AVE,1782
528228270,-10424168.107586903,5170360.57135684,Blmngtn,NW,172.0,42.06259555537441,-93.64189535276586,0,2,1FlPUD,2006,2007,7,2421 WESTWIND DR,1258
907252210,-10428731.941372078,5163804.540863549,CollgCr,WE,236.0,42.01885693993959,-93.68289296919988,5,5,1Fl,2001,2001,8,4707 HEMINGWAY DR,1788
909475020,-10424352.9699914,5162725.316619753,Crawfor,SO,223.0,42.011654,-93.643556,6,4,1Fl,1969,1969,6,2166 ASHMORE DR,1844
907253110,-10428926.764044652,5163780.991879105,CollgCr,WE,230.0,42.01869977841745,-93.68464309104452,5,5,2Fl,2001,2001,7,4812 HEMINGWAY DR,2161
535325280,-10420888.90735863,5166755.005147615,NAmes,NO,130.0,42.03854471428571,-93.61243779591835,15,1,SPLIT,1955,1955,5,1617 DOUGLAS AVE,1360
532378240,-10427510.242282417,5166207.815490827,Sawyer,WE,126.0,42.03489390322482,-93.67191825955148,22,5,1Fl,1967,1967,5,1322 ALABAMA LN,902
908102260,-10428127.43080496,5163942.980147457,Edwards,WE,148.0,42.01978085,-93.67746255838134,7,5,1Fl,1965,1965,5,208 TODD CIR,1256
908226180,-10426350.00563758,5164358.91241166,Edwards,WE,79.0,42.022556599869965,-93.66149567643896,7,5,1Fl,1931,2006,3,110 S WILMOTH AVE,774
527425060,-10422121.18118023,5169459.374886719,NAmes,NO,97.0,42.056585,-93.6235075,15,1,1Fl,1971,1971,4,902 TOP O HOLLOW RD,864
527451540,-10422830.985360404,5168721.644441476,BrDale,NO,97.0,42.051664262423486,-93.62988377943782,2,1,2FlPUD,1972,1972,6,1428 BRECKINRIDGE CT,987
902128170,-10421219.639837602,5165841.429707293,OldTown,DT,119.0,42.032449285714286,-93.61540881632654,20,0,1Fl,1940,1992,5,1126 BURNETT AVE,804
903455090,-10421771.804958371,5166153.874296733,IDOTRR,DT,126.0,42.02211967187807,-93.6223868045226,11,0,1Fl,1938,1995,5,1103 N 2ND ST,1360
535300120,-10421771.804958371,5166153.874296733,NAmes,NO,176.0,42.04245001873649,-93.61752966037945,15,1,SPLIT,1962,1962,6,,1382
910203250,-10422783.886355728,5164174.6861876985,IDOTRR,DT,82.0,42.02132716963949,-93.62946068188016,11,0,1Fl,1941,1950,2,228 S RIVERSIDE DR,540
903228070,-10421912.381028809,5165975.886891605,BrkSide,DT,93.0,42.03334642857143,-93.62163181632653,3,0,1Fl,1924,1950,5,803 12TH ST,1142
527214060,-10422589.001340289,5169982.597047758,StoneBr,NW,535.0,42.06007471428571,-93.62771,25,2,2Fl,2006,2006,10,4008 FRANCES E DAVIS CT,2698
528427010,-10424292.851384873,5169339.454016891,Somerst,NW,235.0,42.05578514147359,-93.64301594536896,24,2,1Fl,2007,2008,8,3205 CULLEN DR,1580
535451250,-10420492.53598789,5166554.905363807,NAmes,NO,138.0,42.03720968686869,-93.60887713131314,15,1,1Fl,1950,1982,5,1518 CARROLL AVE,1904
908152270,-10427662.51699271,5163785.069245068,Edwards,WE,176.0,42.01872699002386,-93.67328616654792,7,5,1Fl,2005,2005,4,415 BEEDLE DR,1132
909452050,-10424484.89943976,5162555.781658616,Crawfor,SO,208.0,42.01052241853046,-93.6447411423989,6,4,SPLIT,1986,1986,6,1312 BIG BLUESTEM CT,1982
532354160,-10427771.818736294,5166167.106261176,Sawyer,WE,141.0,42.034622285714285,-93.67426804081632,22,5,1Fl,1961,1961,5,4133 ONTARIO ST,864
531453100,-10428966.749388918,5166326.942350397,SawyerW,WE,162.0,42.03568872714663,-93.68500228550349,23,5,2Fl,1986,1986,6,1510 ILLINOIS AVE,1400
527328050,-10423017.999720933,5169439.283733813,NWAmes,NW,152.0,42.05645099500372,-93.63156375802194,17,2,1Fl,1984,1984,6,1606 TOP O HOLLOW RD,1177
907418010,-10428818.406976145,5163215.35001152,CollgCr,WE,219.0,42.01492467356963,-93.6836697029367,5,5,1Fl,2007,2007,7,804 POE AVE,1564
528344020,-10425792.797920989,5169175.725860988,NoRidge,NW,322.0,42.05469307707867,-93.65649019435652,18,2,2Fl,1998,1999,8,3040 BAYBERRY RD,2582
532353180,-10428073.786041778,5166245.086879091,Sawyer,WE,151.0,42.03514258197271,-93.67698065927452,22,5,SPLIT,1977,1995,6,1330 WOODSTOCK AVE,1212
902106070,-10421590.29940067,5165679.586521504,OldTown,DT,128.0,42.03136939759234,-93.6187385078336,20,0,1Fl,1927,1950,6,611 10TH ST,1296
528221050,-10424613.802694192,5170392.918850548,Gilbert,NW,203.0,42.06281128732262,-93.64589910003518,8,2,1Fl,2005,2005,6,4102 CRESTMOOR AVE,1326
534479300,-10421886.129174646,5166552.783609166,NAmes,NO,121.0,42.037195530778,-93.62139599190822,15,1,1Fl,1954,1975,5,1512 HARDING AVE,936
906223060,-10428591.810946329,5166122.825743834,SawyerW,WE,213.0,42.03432683876907,-93.68163415616766,23,5,2Fl,1993,1993,7,1005 FLORIDA AVE,1775
535105060,-10421327.402569467,5168065.150109699,NAmes,NO,174.0,42.0472850574594,-93.61637686541748,15,1,1Fl,1962,2005,6,428 26TH ST,1537
528108040,-10425515.05727162,5170419.265816277,NridgHt,NW,399.0,42.062987,-93.65399520765304,19,2,2Fl,2009,2009,9,3106 SEDWICK ST,2690
909279010,-10424382.445149869,5163347.24017884,Crawfor,SO,205.0,42.01580493115075,-93.64382077985354,6,4,DUP2FAM,1940,1950,7,2159 COUNTRY CLUB BLVD 2157,2480
527183030,-10423132.897240356,5170121.722264379,StoneBr,NW,189.0,42.0610026,-93.6325959,25,2,1FlPUD,1988,1989,8,1527 STONE BROOKE RD,1228
527276160,-10422170.00485696,5169508.194706847,Gilbert,NW,185.0,42.05691061974768,-93.62394609055036,8,2,2Fl,1977,1977,5,3616 CALHOUN AVE,1934
902207130,-10420264.432867585,5165545.5906367535,OldTown,DT,13.0,42.03047530489075,-93.60682804611989,20,0,1Fl,1923,1970,2,931 MAXWELL AVE,832
903227020,-10422024.393426636,5166023.369449904,BrkSide,DT,128.0,42.03366324489796,-93.62263804081633,3,0,1Fl,1940,1950,6,1225 ROOSEVELT AVE,1196
908203100,-10426890.297408948,5163917.432165303,Edwards,WE,90.0,42.01961035,-93.6663492,7,5,1Fl,1958,1958,4,308 VILLAGE DR,960
534152120,-10423718.552037155,5167520.827421597,NWAmes,NW,168.0,42.043653874687614,-93.63785692655183,17,2,1Fl,1977,1977,6,2204 PRAIRIE VIEW EAST,1334
907290240,-10428645.760512434,5163417.287861447,CollgCr,WE,143.0,42.01627243643616,-93.6821187933657,5,5,1FlPUD,2004,2004,6,4715 TWAIN ST,848
528478030,-10424023.994899184,5168811.990471789,Somerst,NW,250.0,42.05226690017801,-93.64060076646572,24,2,2Fl,2003,2004,8,2419 KINGSTON DR,1992
910201180,-10422645.94921122,5164365.009117387,IDOTRR,DT,151.0,42.02259728571429,-93.62822157142855,11,0,2Fl,1923,1999,5,114 S RUSSELL AVE,1828
533208140,-10424623.542571072,5168144.75168535,Somerst,NW,178.0,42.047816063070826,-93.64598659483784,24,2,1FlPUD,2004,2005,7,2720 NORTHRIDGE LN,1245
528166150,-10425822.579101712,5169767.616583382,NridgHt,NW,350.0,42.05864089074064,-93.65675772325476,19,2,2Fl,2003,2003,8,3321 FOXLEY DR,2385
905107140,-10427523.64478986,5165574.561263543,Sawyer,WE,144.0,42.03066861357932,-93.6720386563243,22,5,1Fl,1977,1977,6,911 MESA VERDE PL,1285
527180100,-10423332.733815745,5169722.491405368,Gilbert,NW,180.0,42.058339921875,-93.6343910625,8,2,1Fl,1990,1990,7,3817 FLETCHER BLVD,1442
528458080,-10425125.78766882,5168717.755667715,Somerst,NW,255.0,42.05163832289438,-93.65049833931468,24,2,2Fl,2007,2007,8,2810 ASPEN RD,1792
905101450,-10427894.01345979,5165983.453987915,Sawyer,WE,154.0,42.03339691836735,-93.67536573469388,22,5,1Fl,1963,2003,6,1208 ARIZONA AVE,1068
914460110,-10420296.657445315,5160411.916213337,Mitchel,SE,245.0,41.9962111942174,-93.60711752442693,14,3,1Fl,2002,2002,7,303 RUBY CIR,1409
534400290,-10422656.952206634,5166726.447416166,NAmes,NO,153.0,42.03835418428905,-93.62832041301807,15,1,1Fl,1961,1995,5,1413 16TH ST,1313
907254020,-10428905.863362215,5163636.474806397,CollgCr,WE,230.0,42.01773528997087,-93.68445533701971,5,5,2Fl,1999,2000,8,519 POE CIR,1852
528458030,-10425115.1621801,5168718.696574507,Somerst,NW,213.0,42.05164459908436,-93.65040288892548,24,2,1Fl,2007,2008,8,2840 ASPEN RD,1372
528480060,-10424228.48113172,5168798.238149238,Somerst,NW,340.0,42.05217516802972,-93.6424376975465,24,2,2Fl,2007,2008,8,2518 KINGSTON DR,2078
905226050,-10426262.099258505,5165980.918367666,Sawyer,WE,112.0,42.03338,-93.660706,22,5,1Fl,1918,2007,5,1203 SCOTT AVE,1416
528253010,-10425160.578349378,5169764.951745951,NridgHt,NW,208.0,42.05862311726372,-93.65081086931556,19,2,1FlPUD,2007,2008,7,2839 ROXBORO DR,1314
528228345,-10423992.617319304,5170472.481995005,Blmngtn,NW,195.0,42.063341906833216,-93.64031889686984,0,2,1FlPUD,2003,2003,7,2309 WESTWIND DR,1455
527425140,-10421927.08497693,5169466.859083575,NAmes,NO,120.0,42.05663491840557,-93.62176390413988,15,1,1Fl,1971,1971,4,704 TOP O HOLLOW RD,864
907135020,-10429826.883312177,5163958.946772851,CollgCr,WE,144.0,42.01988740650545,-93.692729,5,5,1Fl,1995,2006,5,5409 FROST DR,1099
533206040,-10424811.049696011,5168098.121004065,Somerst,NW,176.0,42.047505,-93.647671,24,2,1FlPUD,2004,2004,7,2815 BRISTOL DR,1143
535181140,-10420869.53322358,5167442.816954259,NAmes,NO,130.0,42.04313344897959,-93.61226375510203,15,1,1Fl,1955,1975,5,2104 DOUGLAS AVE,1411
902427045,-10420037.572815536,5165016.932519039,OldTown,DT,97.0,42.026947690553214,-93.60479012759878,20,0,1Fl,1956,1956,5,422 E 6TH ST,882
527405130,-10422533.925454265,5168964.577648258,NAmes,NO,76.0,42.05328469387755,-93.62721524489795,15,1,1Fl,1970,1970,4,1202 WHEELER ST,864
528431040,-10424271.483127648,5169301.343242611,Somerst,NW,419.0,42.05553094484571,-93.64282399104836,24,2,1Fl,2007,2007,10,3217 KENT AVE,1966
527450210,-10422582.51390486,5168857.010053997,BrDale,NO,83.0,42.0525671934726,-93.62765172237602,2,1,2FlPUD,1973,1973,6,1333 TRUMAN PL,987
532378200,-10427392.4969633,5166163.470940291,Sawyer,WE,142.0,42.03459803030303,-93.67086053535353,22,5,1Fl,1961,1996,6,3905 ONTARIO ST,912
909278020,-10424422.878631616,5163509.280597918,Crawfor,SO,155.0,42.0168864,-93.644184,6,4,1Fl,1921,1950,5,602 ASH AVE,1343
534225110,-10422241.510488864,5168118.815377042,NAmes,NO,145.0,42.04764304782165,-93.62458843657076,15,1,DUP2FAM,1965,1965,5,2624 MELROSE AVE,1728
909451130,-10421771.804958371,5166153.874296733,Blueste,SO,124.0,42.009757,-93.647011,1,4,2FlPUD,1980,1980,6,1505 LITTLE BLUESTEM CT UNIT 116,1045
528142020,-10425531.91154462,5170036.614574199,NridgHt,NW,250.0,42.06043498193772,-93.65414661216344,19,2,2Fl,2007,2007,8,3122 BECKLEY ST,2088
527404030,-10422477.150763871,5169249.530254285,NAmes,NO,143.0,42.05518535362239,-93.6267052291767,15,1,1Fl,1971,1971,5,1212 JEFFERSON ST,1050
527162180,-10423849.380777104,5169790.408499152,Gilbert,NW,183.0,42.05879290415915,-93.6390321811188,8,2,2Fl,1998,1998,6,3840 BERKSHIRE AVE,1633
534151180,-10423621.615337258,5167440.659529476,NWAmes,NW,255.0,42.04311905624381,-93.63698612936076,17,2,2Fl,1993,1993,7,2025 PRAIRIE VIEW EAST,2075
908204090,-10426894.057331683,5163778.312991874,Edwards,WE,132.0,42.0186819,-93.6663829759606,7,5,1Fl,1959,2000,5,278 VILLAGE DR,960
532354070,-10427749.931961307,5166353.44461489,Sawyer,WE,132.0,42.03586555102041,-93.67407142857142,22,5,1Fl,1962,2001,5,4106 TORONTO ST,999
527302070,-10423711.619313478,5169154.529662059,NWAmes,NW,182.0,42.05455169737027,-93.63779464883544,17,2,1Fl,1983,1983,7,3306 EISENHOWER AVE,1260
527214030,-10422613.0463503,5169987.973353972,StoneBr,NW,387.0,42.060110571428574,-93.627926,25,2,1Fl,2004,2004,9,4013 FRANCES E DAVIS CT,1884
533128030,-10421771.804958371,5166153.874296733,NoRidge,NW,268.0,42.05159728000459,-93.65391395064373,18,2,2Fl,1992,2000,7,2713 NORTHRIDGE CIR,2295
902330010,-10420713.920125518,5165308.403452818,OldTown,DT,122.0,42.02889263343808,-93.61086585885806,20,0,2Fl,1872,1987,8,114 8TH ST,2358
923228150,-10419742.083286894,5159866.426207931,MeadowV,SE,97.0,41.9925693,-93.6021357,13,3,2FlPUD,1970,2008,4,707 MEADOW PL,1344
527302080,-10423710.8791685,5169146.928925478,NWAmes,NW,229.0,42.054501,-93.637788,17,2,1Fl,1988,1988,7,3300 EISENHOWER AVE,2183
528344040,-10425811.95610398,5169189.082234328,NoRidge,NW,340.0,42.05478216459611,-93.65666229524248,18,2,2Fl,1998,1998,8,3028 BAYBERRY RD,2450
535403040,-10420652.478966951,5166993.765470199,NAmes,NO,115.0,42.04013764071213,-93.61031392353992,15,1,1Fl,1964,1964,5,120 E O NEIL DR,912
535375050,-10421071.748486346,5166567.756581184,OldTown,DT,135.0,42.03729542857143,-93.6140802857143,20,0,1Fl,1916,1987,5,1517 KELLOGG AVE,1656
535376060,-10420887.573796568,5166559.840313518,OldTown,DT,149.0,42.0372426122449,-93.61242581632654,20,0,2Fl,1939,2006,5,1511 DOUGLAS AVE,1352
924151040,-10419500.856868517,5159443.497782514,Mitchel,SE,285.0,41.98974552906844,-93.59996872621436,14,3,1Fl,1994,1995,8,3616 JEWEL DR,1803
528186160,-10421771.804958371,5166153.874296733,NridgHt,NW,234.0,42.0600881067537,-93.65380926777956,19,2,1FlPUD,2006,2007,8,3703 CHILTON AVE,1342
532351150,-10428104.587113112,5166430.245651627,Sawyer,WE,120.0,42.03637796697601,-93.677257350006,22,5,DUP2FAM,1977,1977,6,4307 TORONTO ST,1654
905105010,-10427935.320364363,5165655.793370593,Sawyer,WE,142.0,42.03121063779482,-93.67573680093103,22,5,1Fl,1966,1966,5,1019 ARIZONA AVE,1059
527452310,-10422759.52201778,5168315.433832458,NAmes,NO,123.0,42.04895463333342,-93.62924181330852,15,1,SPLIT,1967,1967,5,1413 JOHNSON ST,900
909250200,-10424890.734671108,5163789.533206023,SWISU,SO,149.0,42.01875678168227,-93.64838682231044,21,4,2Fl,1920,1950,6,428 STANTON AVE,1510
905101300,-10427434.55492435,5165982.807218921,Sawyer,WE,136.0,42.03339260294421,-93.67123834844584,22,5,DUP2FAM,1967,1967,4,3901 QUEBEC ST 3903,1832
902329080,-10420899.87593433,5165181.315652566,OldTown,DT,119.0,42.02804460246242,-93.61253632831034,20,0,2Fl,1917,2007,6,219 7TH ST,1288
903225140,-10422349.230516251,5166019.4727146765,BrkSide,DT,124.0,42.03363724489796,-93.62555610204082,3,0,1Fl,1941,2006,5,1222 NORTHWESTERN AVE,1210
533215080,-10424710.510448666,5168000.706342376,Somerst,NW,329.0,42.046855163194245,-93.64676784057455,24,2,1FlPUD,1999,2000,9,2415 BRADFORD DR,1709
534452060,-10422587.331547927,5166176.205923768,BrkSide,DT,118.0,42.034683,-93.627695,3,0,DUP2FAM,1939,1950,5,1301 RIDGEWOOD AVE 1303,1077
532476050,-10426250.52203146,5166555.10217964,Veenker,NW,260.0,42.037211,-93.660602,27,2,SPLIT,1974,1974,7,1601 AMHERST DR,2646
909428110,-10423913.09592147,5163014.42694042,Crawfor,SO,157.0,42.01358365513965,-93.63960454399896,6,4,DUP2FAM,1953,1953,5,2004 MCCARTHY RD,1336
528170040,-10425313.343542308,5169749.984355818,NridgHt,NW,437.0,42.05852329023244,-93.65218318239246,19,2,2Fl,2005,2006,9,3108 ROXBORO DR,2728
533110130,-10425501.373202631,5167835.457476154,NoRidge,NW,260.0,42.04575280062971,-93.65387228156985,18,2,2Fl,1991,1992,8,2503 RIDGETOP RD,2417
921205030,-10424833.560508536,5159968.829745048,Timber,SO,370.0,41.993253,-93.64787321806948,26,4,1Fl,2005,2006,8,2406 COTTONWOOD RD,2028
923203090,-10420413.114626672,5159940.728886075,Mitchel,SE,164.0,41.99306538458213,-93.60816367708648,14,3,1FlPUD,1998,1998,6,3318 EMERALD DR,1216
535104120,-10421508.210787171,5168199.82821856,NAmes,NO,188.0,42.04818346460969,-93.61800109327204,15,1,1Fl,1961,1961,6,510 LUTHER DR,1453
528366070,-10425417.451487506,5168397.814684397,NoRidge,NW,263.0,42.04950416439778,-93.65311839997617,18,2,2Fl,1992,1993,8,3108 SYCAMORE RD,2202
902205010,-10421771.804958371,5166153.874296733,OldTown,DT,45.0,42.03110823180966,-93.6143793575468,20,0,1Fl,1940,1950,2,,612
923204040,-10420198.16561349,5159957.297275036,Mitchel,SE,173.0,41.99317600351737,-93.60623275724798,14,3,SPLIT,1964,1964,4,428 JEWEL DR,1200
535378080,-10421221.886673857,5166347.516723407,OldTown,DT,128.0,42.035826,-93.615429,20,0,1Fl,1925,1993,4,1400 BURNETT AVE,1281
533251130,-10424621.557074187,5167686.0121159945,Veenker,NW,194.0,42.04475584557552,-93.64596875881588,27,2,SPLIT,1978,1978,5,2804 PINEHURST CIR,1432
528235130,-10424394.78159214,5170005.925098012,Gilbert,NW,178.0,42.0602303,-93.6439316,8,2,2Fl,2004,2004,8,3838 WELBECK DR,1414
903226130,-10422235.232542198,5165999.551674795,BrkSide,DT,128.0,42.03350432653061,-93.62453204081632,3,0,1Fl,1936,1950,4,1210 CURTISS AVE,1324
903235020,-10422159.367127404,5165652.012092503,BrkSide,DT,89.0,42.03118540718059,-93.62385053019987,3,0,1Fl,1921,1950,5,1018 10TH ST,616
527425110,-10421986.589743985,5169463.745614097,NAmes,NO,130.0,42.0566141520629,-93.6222984445571,15,1,1Fl,1971,2006,4,804 TOP O HOLLOW RD,864
902327070,-10420686.913065637,5165342.480943849,OldTown,DT,160.0,42.02912002366332,-93.61062325031136,20,0,2Fl,1900,1950,6,803 DUFF AVE,2007
903425270,-10422314.7853648,5165037.723423539,BrkSide,DT,90.0,42.02708642718712,-93.6252466759807,3,0,1Fl,1926,1950,5,616 RIDGEWOOD AVE,1316
534127230,-10423349.588221831,5168314.058550409,NWAmes,NW,150.0,42.04894545931406,-93.63454246820592,17,2,1Fl,1968,1968,6,2729 CLEVELAND DR,1740
914478100,-10419673.621800054,5160147.667871261,Mitchel,SE,143.0,41.994447,-93.6015207,14,3,SPLIT,1974,1974,6,700 DIAMOND CT,1026
535301150,-10421557.25822222,5167101.921024363,NAmes,NO,156.0,42.040859204081634,-93.61844169387756,15,1,1Fl,1954,2000,6,1904 WILSON AVE,1050
903225150,-10422349.434980622,5166025.828614867,BrkSide,DT,87.0,42.03367965306122,-93.62555793877551,3,0,1Fl,1925,1950,4,1226 NORTHWESTERN AVE,765
527402220,-10422452.17378332,5169178.0121212965,NAmes,NO,148.0,42.05470832653061,-93.62648085714288,15,1,1Fl,1970,1970,5,3316 GARNER AVE,1002
904351240,-10425999.573821817,5164432.30962449,Edwards,WE,63.0,42.02304640816327,-93.65834769387754,7,5,1Fl,1934,1950,5,122 HOWARD AVE,1112
535452090,-10420277.05252665,5166390.345058446,NAmes,NO,128.0,42.03611175102567,-93.60694141044608,15,1,1Fl,1958,1958,5,1425 MAXWELL AVE,1041
528108020,-10425532.865131857,5170419.056908277,NridgHt,NW,253.0,42.06298560675671,-93.6541551783833,19,2,1Fl,2008,2009,8,3122 SEDWICK ST,2042
528427070,-10424401.17916334,5169336.399784461,Somerst,NW,214.0,42.055764769960014,-93.6439890703599,24,2,2Fl,2007,2007,6,3317 CULLEN DR,1933
