PID,lat_long,x_merc,y_merc,Neighborhood,Sector,Color
902477120,0,-10421771.804958373,5166153.874296733,IDOTRR,DT,dodgerblue
907401080,"(42.01511921212121, -93.68786538383839)",-10429285.468037652,5163244.497825012,CollgCr,SW,purple
528108120,"(42.062271, -93.65528589647255)",-10425658.73609378,5170311.906760107,NridgHt,NW,yellow
916403230,"(41.99920531082715, -93.64408742095493)",-10424412.127501497,5160860.404209041,Timber,SW,purple
903236040,"(42.03119946938776, -93.62063910204083)",-10421801.872580022,5165654.119576319,BrkSide,DT,dodgerblue
903475060,"(42.025981634565824, -93.62218509239744)",-10421973.97143929,5164872.161792735,OldTown,DT,dodgerblue
527302090,"(42.054475, -93.637326)",-10423659.449563757,5169143.030912021,NWAmes,NO,green
923230120,"(41.99123401860321, -93.60243061324627)",-10419774.912879296,5159666.432980703,Mitchel,SE,red
534403420,"(42.04126429351552, -93.62754452265993)",-10422570.580487054,5167162.640654095,NAmes,NO,green
902304060,0,-10421771.804958373,5166153.874296733,OldTown,DT,dodgerblue
1007100110,"(42.022639997811986, -93.58045967954692)",-10417329.119727632,5164371.409457996,IDOTRR,DT,dodgerblue
907290090,"(42.016954285714284, -93.68117685714286)",-10428540.904651748,5163519.452253812,CollgCr,SW,purple
907203090,"(42.021225, -93.684411)",-10428900.927787757,5164159.376551305,CollgCr,SW,purple
905102060,"(42.033241419293034, -93.67282384824915)",-10427611.05195511,5165960.148773901,Sawyer,NW,yellow
907275150,"(42.018887888561366, -93.68015010535223)",-10428426.607165243,5163809.17819259,CollgCr,SW,purple
535152150,"(42.04291583082946, -93.61760893209153)",-10421464.55560425,5167410.196745971,NAmes,NO,green
528365090,"(42.04969847336652, -93.65379020401356)",-10425492.236370862,5168426.94394231,NoRidge,NW,yellow
910200080,"(42.02253369387755, -93.62844153061225)",-10422670.434955543,5164355.479988717,IDOTRR,DT,dodgerblue
923225080,"(41.992492403615074, -93.60530083890698)",-10420094.42493831,5159854.908854179,MeadowV,SE,red
906402200,"(42.02991, -93.683221)",-10428768.457593713,5165460.870496101,SawyerW,NW,yellow
921128050,"(41.993090368244026, -93.65077168001568)",-10425156.21581647,5159944.470910428,Timber,SW,purple
909250160,"(42.018046346938775, -93.6469003877551)",-10424725.26553331,5163683.08273794,Crawfor,SW,purple
908225170,"(42.02011791418733, -93.66201652254809)",-10426407.985961229,5163993.48656511,Edwards,SW,purple
906380060,"(42.02587218003842, -93.68961370743756)",-10429480.090530451,5164855.759350639,CollgCr,SW,purple
527175130,"(42.05659525375694, -93.63278756748916)",-10423154.23356765,5169460.912217704,Gilbert,NO,green
528480110,"(42.05142301513821, -93.64265836776028)",-10424253.046027552,5168685.477457912,Somerst,NW,yellow
528150070,"(42.060462, -93.655516)",-10425684.351101287,5170040.665599417,NridgHt,NW,yellow
923400040,"(41.986498, -93.608125)",-10420408.809113102,5158957.124456808,Mitchel,SE,red
910205020,"(42.021477530612245, -93.6253292244898)",-10422323.9746228,5164197.217111785,IDOTRR,DT,dodgerblue
535103050,"(42.04892890817189, -93.61662458579933)",-10421354.978676237,5168311.57736052,NAmes,NO,green
528240150,"(42.061224524473666, -93.64249212714206)",-10424234.540206583,5170154.997450684,Gilbert,NO,green
906226120,"(42.03128738326857, -93.67894361908435)",-10428292.301728254,5165667.295120337,SawyerW,NW,yellow
535327140,"(42.038369856900076, -93.61107609317202)",-10420737.323302293,5166728.7965139905,NAmes,NO,green
528427040,"(42.05576760091469, -93.64317123841688)",-10424310.138527889,5169336.824219904,Somerst,NW,yellow
528435020,"(42.054149, -93.644192)",-10424423.769187542,5169094.15595563,Somerst,NW,yellow
534431130,"(42.0384108367347, -93.62169385714286)",-10421919.28738089,5166734.938801527,NAmes,NO,green
923203110,"(41.99302302560038, -93.6081644942168)",-10420413.205589205,5159934.384409512,Mitchel,SE,red
527356020,"(42.05050176633044, -93.63749315294264)",-10423678.056944216,5168547.368191486,NWAmes,NO,green
527252090,"(42.057638772584404, -93.62993068852472)",-10422836.207256071,5169617.366787779,StoneBr,NO,green
527258020,"(42.05737128048277, -93.62989209803447)",-10422831.911382345,5169577.261505189,StoneBr,NO,green
533253060,"(42.04292843701024, -93.64930738305368)",-10424993.211024292,5167412.086365839,Greens,NW,yellow
905107380,"(42.03166456924505, -93.67415414231127)",-10427759.139612708,5165723.823720504,Sawyer,NW,yellow
531375040,"(42.03789478718914, -93.69152303149954)",-10429692.635512792,5166657.590689399,SawyerW,NW,yellow
535355100,"(42.034592382673324, -93.61600823920722)",-10421286.367287451,5166162.624492413,OldTown,DT,dodgerblue
907192120,"(42.016317023596216, -93.69159318608705)",-10429700.44508575,5163423.968512782,CollgCr,SW,purple
528138010,"(42.06162466808756, -93.65221048846105)",-10425316.383239958,5170214.994972837,NridgHt,NW,yellow
908229020,"(42.02138447474748, -93.65922493939395)",-10426097.228346003,5164183.273097383,Edwards,SW,purple
528480090,"(42.05142825378456, -93.64252609194007)",-10424238.321150603,5168686.2628167365,Somerst,NW,yellow
527108070,"(42.06323938268836, -93.63647038268836)",-10423564.20268031,5170457.10907583,Gilbert,NO,green
906226060,"(42.0324048560419, -93.679752)",-10428382.29028015,5165834.770963532,SawyerW,NW,yellow
908275290,"(42.017731142857144, -93.66219771428571)",-10426428.156133197,5163635.853415677,Edwards,SW,purple
531375070,"(42.037880984107865, -93.69138693054298)",-10429677.48482361,5166655.521822493,SawyerW,NW,yellow
528480070,"(42.05218586544711, -93.64236547683238)",-10424220.441558601,5168799.84188624,Somerst,NW,yellow
905300080,"(42.02890321194663, -93.676399360278)",-10428009.076133486,5165309.9887822475,Sawyer,NW,yellow
907203040,"(42.021766, -93.683356)",-10428783.48572497,5164240.443117752,CollgCr,SW,purple
535450180,"(42.03578971428571, -93.61032328571429)",-10420653.521159435,5166342.0782379685,NAmes,NO,green
531382070,"(42.03579438904468, -93.69133791874154)",-10429672.028854832,5166342.778888423,SawyerW,NW,yellow
527216080,"(42.06084660866363, -93.62614208665285)",-10422414.462024875,5170098.333111988,StoneBr,NO,green
906394050,"(42.02320307609885, -93.688895)",-10429400.084384475,5164455.786254896,CollgCr,SW,purple
527252070,"(42.05755020324208, -93.63000213859564)",-10422844.161041582,5169604.087504072,StoneBr,NO,green
534250010,"(42.04553058199126, -93.63036795695383)",-10422884.883754939,5167802.146298477,NWAmes,NO,green
904100090,"(42.034476, -93.655797)",-10425715.631878199,5166145.181462783,Sawyer,NW,yellow
905453040,"(42.02515574286182, -93.66606191273536)",-10426858.316736937,5164748.397478491,Edwards,SW,purple
527326150,"(42.05528206355001, -93.63425011897093)",-10423317.044053858,5169264.029524503,NWAmes,NO,green
909101050,"(42.02208263383202, -93.65694856603419)",-10425843.823622739,5164287.889680956,Edwards,SW,purple
923203140,"(41.992959487127756, -93.60816571991228)",-10420413.342033,5159924.86770258,Mitchel,SE,red
906230020,"(42.030538597973475, -93.67893732726276)",-10428291.601325879,5165555.076182467,SawyerW,NW,yellow
528218060,"(42.061822100111776, -93.64492938078112)",-10424505.854040617,5170244.598064264,Gilbert,NO,green
906380040,"(42.02539048178546, -93.69056946137641)",-10429586.484572249,5164783.574205295,CollgCr,SW,purple
528228360,"(42.063176890925995, -93.64022440631767)",-10423982.098679151,5170447.738799549,Blmngtn,NO,green
532377130,"(42.0347092512174, -93.6734836316701)",-10427684.498709561,5166180.140374804,Sawyer,NW,yellow
527256040,0,-10421771.804958373,5166153.874296733,StoneBr,NO,green
903400030,"(42.02949532172788, -93.62581691295279)",-10422378.263854165,5165398.724685389,BrkSide,DT,dodgerblue
535453200,"(42.03720334607937, -93.60675628318276)",-10420256.444253966,5166553.954988434,NAmes,NO,green
528240080,"(42.060176458179896, -93.6414130851072)",-10424114.421796719,5169997.852212287,Gilbert,NO,green
534476320,"(42.037385798657716, -93.62458487248323)",-10422241.113736456,5166581.301533005,NAmes,NO,green
902125080,"(42.03339740816326, -93.6140427755102)",-10421067.572869526,5165983.527395507,OldTown,DT,dodgerblue
528327010,"(42.05560070878284, -93.65226544098256)",-10425322.50052667,5169311.802680338,NoRidge,NW,yellow
916455070,"(41.99633696806935, -93.64682732432733)",-10424717.132149735,5160430.755423337,Timber,SW,purple
535350030,"(42.038242857142855, -93.61898336734694)",-10421617.557037009,5166709.761102988,NAmes,NO,green
905226170,"(42.033870269370155, -93.66194959440077)",-10426400.535553949,5166054.3971819235,Sawyer,NW,yellow
528488140,"(42.05122208592715, -93.64372242237481)",-10424371.496045418,5168655.35492961,Somerst,NW,yellow
528228580,"(42.063144, -93.64267907472981)",-10424255.351116857,5170442.807000205,Blmngtn,NO,green
527453130,"(42.05068821188921, -93.62609425309661)",-10422409.13721775,5168575.319066642,NPkVill,NO,green
534127210,"(42.04886393696468, -93.63474361913696)",-10423371.980241047,5168301.8375010425,NWAmes,NO,green
531452020,"(42.03470498605157, -93.68622929966418)",-10429103.339980483,5166179.501124867,SawyerW,NW,yellow
911175430,"(42.019100274194074, -93.61476109680883)",-10421147.536030715,5163841.002031272,IDOTRR,DT,dodgerblue
531452180,"(42.03651955306964, -93.68624346346671)",-10429104.91668777,5166451.466721367,SawyerW,NW,yellow
902300110,"(42.02912142857143, -93.61848014285715)",-10421561.538343051,5165342.6914886525,OldTown,DT,dodgerblue
924152030,"(41.98920287894761, -93.60018413490596)",-10419524.836054374,5159362.224868357,Mitchel,SE,red
902110120,0,-10421771.804958373,5166153.874296733,OldTown,DT,dodgerblue
528439080,"(42.05319057536633, -93.64455891242268)",-10424464.6136916,5168950.467340527,Somerst,NW,yellow
908151040,"(42.01901087755102, -93.67531048979592)",-10427887.86362588,5163827.606835647,Edwards,SW,purple
528390020,"(42.04946678372613, -93.65117696467397)",-10425201.331898257,5168392.210881098,NoRidge,NW,yellow
531453140,"(42.035634898410905, -93.68522470040688)",-10428991.508502709,5166318.874543867,SawyerW,NW,yellow
905226110,"(42.03266153193981, -93.66098447742898)",-10426293.099224094,5165873.239441806,ClearCr,SW,purple
531363080,"(42.037805872725784, -93.69228547634813)",-10429777.510485096,5166644.2638040185,SawyerW,NW,yellow
527450520,"(42.05146405037852, -93.62707910309375)",-10422518.770217942,5168691.629313764,BrDale,NO,green
534252040,"(42.04467577213927, -93.62479946563464)",-10422265.002136799,5167674.009065264,NAmes,NO,green
527453140,"(42.05068774720407, -93.62611562861271)",-10422411.51672932,5168575.249403544,NPkVill,NO,green
531385020,"(42.03698944897959, -93.68877371428572)",-10429386.58292052,5166521.895543802,SawyerW,NW,yellow
534151175,"(42.043132443732944, -93.63701692058576)",-10423625.043000748,5167442.666271004,NWAmes,NO,green
914452060,"(41.99436430952381, -93.6064848452381)",-10420226.227920184,5160135.282327774,Mitchel,SE,red
535426130,"(42.03893266606289, -93.60524586740931)",-10420088.30553918,5166813.153855374,NAmes,NO,green
905200220,"(42.03343549761995, -93.6667508603405)",-10426935.010033524,5165989.236010185,Sawyer,NW,yellow
903425280,"(42.02716306817302, -93.62524729349819)",-10422314.854106532,5165049.208768631,BrkSide,DT,dodgerblue
527326130,"(42.05527671524565, -93.63428082858952)",-10423320.462632963,5169263.227677501,NWAmes,NO,green
902105110,"(42.03234869387755, -93.61695569387754)",-10421391.837458901,5165826.353859707,OldTown,DT,dodgerblue
528477050,"(42.052361100598375, -93.64250793879313)",-10424236.300351528,5168826.112854022,Somerst,NW,yellow
909282130,"(42.01604345103652, -93.63947253148343)",-10423898.400355464,5163382.978245761,Crawfor,SW,purple
534402170,"(42.03990752355813, -93.6281476385107)",-10422637.719036449,5166959.273334104,NAmes,NO,green
528228340,"(42.063332643566966, -93.64039482796149)",-10424001.069929762,5170471.093019285,Blmngtn,NO,green
911128180,"(42.02136264484655, -93.61524020165535)",-10421200.869738268,5164180.001985143,IDOTRR,DT,dodgerblue
527404020,"(42.055197743096855, -93.62675858329791)",-10422483.090117479,5169251.387749407,NAmes,NO,green
908103350,"(42.02017885714286, -93.67535371428572)",-10427892.675354075,5164002.618416296,Edwards,SW,purple
527126030,"(42.063184675, -93.634378025)",-10423331.282487886,5170448.905975667,StoneBr,NO,green
916475040,"(41.99535006060606, -93.64701198989899)",-10424737.68902714,5160282.931126965,Timber,SW,purple
905452110,0,-10421771.804958373,5166153.874296733,Edwards,SW,purple
533208020,"(42.04771201799954, -93.64670427559805)",-10424703.434427852,5168129.154525422,Somerst,NW,yellow
902103120,"(42.032211292796056, -93.61892575481906)",-10421611.143639741,5165805.761394635,OldTown,DT,dodgerblue
527359180,"(42.051491, -93.634051)",-10423294.878231408,5168695.669506385,NWAmes,NO,green
535475020,"(42.03693412121212, -93.60502794949495)",-10420064.04702792,5166513.602894014,NAmes,NO,green
909129100,0,-10421771.804958373,5166153.874296733,SWISU,SW,purple
923227100,"(41.9933402, -93.6041191)",-10419962.874364933,5159981.890506367,Mitchel,SE,red
528150090,"(42.05958115388315, -93.65806634674809)",-10425968.25440263,5169908.594475779,NridgHt,NW,yellow
916252170,0,-10421771.804958373,5166153.874296733,GrnHill,SW,purple
914475030,"(41.9970794347026, -93.60409578337028)",-10419960.278769586,5160541.967571332,Mitchel,SE,red
923225240,"(41.99058305966545, -93.60383229513143)",-10419930.947393006,5159568.936417155,MeadowV,SE,red
527108060,"(42.063154, -93.63666)",-10423585.310782889,5170444.306440643,Gilbert,NO,green
528482090,"(42.05105825602237, -93.63971724582727)",-10423925.64183161,5168630.794255986,Somerst,NW,yellow
527358060,"(42.0507044, -93.6352344)",-10423426.613716813,5168577.745901523,NWAmes,NO,green
903235100,"(42.03046517167965, -93.62447142863358)",-10422228.48522488,5165544.072003474,BrkSide,DT,dodgerblue
903225040,"(42.03356512244898, -93.62475426530612)",-10422259.970459245,5166008.663411955,BrkSide,DT,dodgerblue
903225040,"(42.03356512244898, -93.62475426530612)",-10422259.970459245,5166008.663411955,BrkSide,DT,dodgerblue
905453080,"(42.02407498695896, -93.6625751725542)",-10426470.174595442,5164586.442821625,Edwards,SW,purple
903227080,"(42.03343397959184, -93.62348342857142)",-10422118.501561057,5165989.00849736,BrkSide,DT,dodgerblue
908102140,"(42.02086615826354, -93.67758435907253)",-10428140.989595883,5164105.60601223,Edwards,SW,purple
534275060,"(42.043157545707366, -93.62321486965608)",-10422088.605719352,5167446.428977309,NAmes,NO,green
907202080,"(42.019786954284356, -93.68472770538007)",-10428936.183269398,5163943.894824081,CollgCr,SW,purple
532351090,"(42.036257673469386, -93.67609259183673)",-10427974.926826812,5166412.215973938,Sawyer,NW,yellow
923226300,"(41.992261665241934, -93.60328933021607)",-10419870.504815111,5159820.3495046375,MeadowV,SE,red
923226300,"(41.992261665241934, -93.60328933021607)",-10419870.504815111,5159820.3495046375,MeadowV,SE,red
923226300,"(41.992261665241934, -93.60328933021607)",-10419870.504815111,5159820.3495046375,MeadowV,SE,red
907180130,"(42.017203588111634, -93.69235008566766)",-10429784.702761644,5163556.806571279,CollgCr,SW,purple
907412040,"(42.013913696969695, -93.68548495959595)",-10429020.480423111,5163063.876291426,CollgCr,SW,purple
535456100,"(42.0348683877551, -93.60776691836735)",-10420368.947648093,5166203.991300239,NAmes,NO,green
528172020,"(42.061667164215514, -93.64353825363976)",-10424350.994475614,5170221.366863271,NridgHt,NW,yellow
907175080,"(42.01849162205524, -93.69079671519896)",-10429611.782352056,5163749.801949223,CollgCr,SW,purple
534427140,"(42.041287123174314, -93.62325760777752)",-10422093.363305269,5167166.062646822,NAmes,NO,green
905200010,"(42.03441534858317, -93.66861455432976)",-10427142.475499403,5166136.091252381,Sawyer,NW,yellow
528228555,"(42.063305687790894, -93.64168563838102)",-10424144.762288375,5170467.051150383,Blmngtn,NO,green
905300020,"(42.029447063829785, -93.67826268085106)",-10428216.500030862,5165391.492535833,Sawyer,NW,yellow
533253030,"(42.0427331748041, -93.64931675322147)",-10424994.254106598,5167382.817325548,Greens,NW,yellow
923228250,"(41.99172278896287, -93.60157702884217)",-10419679.892298084,5159739.638607501,MeadowV,SE,red
534128100,"(42.04787, -93.6323818)",-10423109.063737378,5168152.83725775,NWAmes,NO,green
908103090,"(42.02110648484849, -93.67618415151516)",-10427985.119203592,5164141.617648198,Edwards,SW,purple
531369010,"(42.03601702285148, -93.69162303599694)",-10429703.76796252,5166376.14718787,SawyerW,NW,yellow
535426350,"(42.04003007162375, -93.6070279042265)",-10420286.680970244,5166977.641982013,NAmes,NO,green
527210050,"(42.060522673469386, -93.62919155102041)",-10422753.926845463,5170049.762844132,StoneBr,NO,green
923225190,"(41.99100085550783, -93.604222598044)",-10419974.39571449,5159631.511154101,MeadowV,SE,red
923228210,"(41.9925693, -93.6021357)",-10419742.083286894,5159866.426207931,MeadowV,SE,red
902401090,"(42.028074708774916, -93.61014271429373)",-10420633.420040846,5165185.827422209,OldTown,DT,dodgerblue
528174080,"(42.05925125070055, -93.64933063070106)",-10424995.79894056,5169859.130366432,NridgHt,NW,yellow
910200040,"(42.022718469387755, -93.62844465306122)",-10422670.782544972,5164383.168311306,IDOTRR,DT,dodgerblue
528294060,"(42.05866265772722, -93.64084551761728)",-10424051.240472749,5169770.880182217,Gilbert,NO,green
902128150,"(42.032355714285714, -93.61541004081633)",-10421219.776147185,5165827.406017906,OldTown,DT,dodgerblue
535451010,"(42.03818257142857, -93.608716)",-10420474.59893216,5166700.725167152,NAmes,NO,green
533221060,"(42.04617314973377, -93.64670256703432)",-10424703.244231407,5167898.469267604,Somerst,NW,yellow
535175050,"(42.04484298006625, -93.61406195922254)",-10421069.708390614,5167699.073639734,NAmes,NO,green
909451100,0,-10421771.804958373,5166153.874296733,Blueste,SW,purple
905104210,"(42.02996191433617, -93.6781799948893)",-10428207.295471705,5165468.650673088,Sawyer,NW,yellow
907275080,"(42.01886106272859, -93.6821084956379)",-10428644.61417462,5163805.158620464,CollgCr,SW,purple
907285080,"(42.01785786161569, -93.6801774863413)",-10428429.655203003,5163654.840581658,CollgCr,SW,purple
907285050,"(42.01784829160197, -93.68118917350554)",-10428542.27570297,5163653.406637635,CollgCr,SW,purple
528118040,"(42.06042751020408, -93.65749616326531)",-10425904.781867668,5170035.494280194,NridgHt,NW,yellow
907255050,"(42.01719142857143, -93.68561179591838)",-10429034.599777937,5163554.984638653,CollgCr,SW,purple
905105190,"(42.02992519260834, -93.6779561719857)",-10428182.379620047,5165463.147345936,Sawyer,NW,yellow
923201100,"(41.993425, -93.604106)",-10419961.416079603,5159994.591814354,Mitchel,SE,red
528120030,"(42.06125391005535, -93.65429293465563)",-10425548.200089945,5170159.403511109,NridgHt,NW,yellow
907135170,"(42.01887172555679, -93.69257045338068)",-10429809.233983247,5163806.756334205,CollgCr,SW,purple
535478010,"(42.0354431086131, -93.60569883577747)",-10420138.72974727,5166290.129302658,NAmes,NO,green
535180120,"(42.04210733692971, -93.61285385715064)",-10420935.223083146,5167289.007284359,NAmes,NO,green
534426110,"(42.04122444683396, -93.62456660627306)",-10422239.080351243,5167156.667941646,NAmes,NO,green
535403150,"(42.03835063265306, -93.60764075510204)",-10420354.903217642,5166725.915077353,NAmes,NO,green
531376010,"(42.03678026115666, -93.69121382976279)",-10429658.215332903,5166490.542042009,SawyerW,NW,yellow
911102170,"(42.02140362966889, -93.61680909086884)",-10421375.517686624,5164186.143376924,IDOTRR,DT,dodgerblue
905475520,"(42.02508203703704, -93.66355788888889)",-10426579.570077412,5164737.352342332,Edwards,SW,purple
907175030,"(42.018169045677084, -93.69174026119212)",-10429716.817411555,5163701.467646464,CollgCr,SW,purple
527212050,"(42.060552547368424, -93.62885495789475)",-10422716.457470112,5170054.242073142,StoneBr,NO,green
902201110,"(42.03347424489796, -93.6088341632653)",-10420487.752806684,5165995.043218612,OldTown,DT,dodgerblue
906201030,"(42.03318050758283, -93.68572630529711)",-10429047.346903669,5165951.019729038,SawyerW,NW,yellow
535325130,"(42.039393076923076, -93.61263997435897)",-10420911.413759688,5166882.16365722,NAmes,NO,green
533213040,"(42.047117, -93.646828)",-10424717.207365274,5168039.957221571,Somerst,NW,yellow
527352150,"(42.05183843368243, -93.6379785407475)",-10423732.09006749,5168747.7556976145,NWAmes,NO,green
903226060,"(42.03347295918367, -93.62370485714285)",-10422143.150876876,5165994.850523448,BrkSide,DT,dodgerblue
923227080,"(41.9933402, -93.6041191)",-10419962.874364933,5159981.890506367,Mitchel,SE,red
907252060,"(42.01849059534388, -93.68659668498663)",-10429144.237127502,5163749.648108125,CollgCr,SW,purple
907252060,"(42.01849059534388, -93.68659668498663)",-10429144.237127502,5163749.648108125,CollgCr,SW,purple
528102010,"(42.06176391836735, -93.65861987755102)",-10426029.87316975,5170235.8742445335,NridgHt,NW,yellow
533208040,"(42.04769896383669, -93.6466556166478)",-10424698.017738286,5168127.197607373,Somerst,NW,yellow
534128090,"(42.04772546508857, -93.63152308199787)",-10423013.471686644,5168131.170346508,NWAmes,NO,green
908103260,"(42.02000289795919, -93.67364530612245)",-10427702.496227274,5163976.252257768,Edwards,SW,purple
903231180,"(42.031539081816845, -93.62450668469695)",-10422232.409911903,5165705.016969611,BrkSide,DT,dodgerblue
533206050,"(42.04748696849148, -93.64765887536495)",-10424809.699987814,5168095.41795305,Somerst,NW,yellow
535403280,"(42.03914984821677, -93.60930168616562)",-10420539.797217883,5166845.706668562,NAmes,NO,green
907192030,"(42.01683112623088, -93.68964000369685)",-10429483.017816646,5163500.998660829,CollgCr,SW,purple
914465060,"(41.99713146754121, -93.6072490569355)",-10420311.299577199,5160549.761483689,Mitchel,SE,red
903228120,"(42.03356314285715, -93.62241285714285)",-10421999.32609477,5166008.36672216,BrkSide,DT,dodgerblue
903229040,"(42.03347219306265, -93.62047117158787)",-10421783.178647509,5165994.735701816,OldTown,DT,dodgerblue
535101120,"(42.048325165604545, -93.61985953456579)",-10421715.09152566,5168221.070456264,NAmes,NO,green
527180040,"(42.057985, -93.634747)",-10423372.356597,5169669.277163274,Gilbert,NO,green
902110080,"(42.03028234502641, -93.61727963334769)",-10421427.898235766,5165516.672375131,OldTown,DT,dodgerblue
902405120,"(42.027279412009655, -93.60867480737409)",-10420470.01339002,5165066.643971559,OldTown,DT,dodgerblue
924100070,"(41.99121668853178, -93.60002553480204)",-10419507.180771567,5159663.837377936,Mitchel,SE,red
903454020,0,-10421771.804958373,5166153.874296733,IDOTRR,DT,dodgerblue
527110120,"(42.0607983, -93.6364315)",-10423559.874279242,5170091.089781018,Gilbert,NO,green
902136110,"(42.03024178915276, -93.61083832613981)",-10420710.855197342,5165510.594410608,OldTown,DT,dodgerblue
907130060,"(42.021200447533985, -93.68889377734922)",-10429399.948279614,5164155.697484269,CollgCr,SW,purple
526350040,"(42.052806, -93.619783)",-10421706.57173677,5168892.811771557,NAmes,NO,green
535352090,"(42.037115346938776, -93.61603242857143)",-10421289.060035158,5166540.7654390065,NAmes,NO,green
907295100,"(42.01627970148097, -93.68062111909747)",-10428479.04017552,5163418.3764083935,CollgCr,SW,purple
528431060,"(42.05431157972937, -93.64253480339607)",-10424239.29090545,5169118.530394161,Somerst,NW,yellow
535126040,"(42.047395443263106, -93.6142805154145)",-10421094.037954614,5168081.69768401,NAmes,NO,green
534477110,"(42.03598415118583, -93.62268006475738)",-10422029.071510356,5166371.220383464,NAmes,NO,green
528222010,"(42.06162825548448, -93.643988570908)",-10424401.123564608,5170215.532868738,Gilbert,NO,green
923203010,"(41.99323482050913, -93.60816040856515)",-10420412.750776544,5159966.106834561,Mitchel,SE,red
535154060,"(42.04410238605175, -93.61493435062951)",-10421166.82255781,5167588.05862746,NAmes,NO,green
533125120,"(42.04859977363349, -93.65367775597777)",-10425479.718712777,5168262.236773734,NoRidge,NW,yellow
902301150,"(42.02932957142857, -93.61826685714286)",-10421537.795485944,5165373.88460962,OldTown,DT,dodgerblue
533250160,"(42.044657567685334, -93.64823284612062)",-10424873.594120063,5167671.28021004,Veenker,NW,yellow
528106010,"(42.062095984193746, -93.65685834406673)",-10425833.780159265,5170285.664581423,NridgHt,NW,yellow
532376040,"(42.03464492397396, -93.66951756572132)",-10427242.998267692,5166170.499209979,Sawyer,NW,yellow
535151130,"(42.04472603437159, -93.61922786573736)",-10421644.77447333,5167681.543398888,NAmes,NO,green
528240070,"(42.060213257327135, -93.64141992057222)",-10424115.182717204,5170003.369768527,Gilbert,NO,green
527184020,"(42.0610026, -93.6325959)",-10423132.897240356,5170121.722264379,StoneBr,NO,green
907135230,"(42.01939203733658, -93.6925127688957)",-10429802.81257575,5163884.719960155,CollgCr,SW,purple
527402150,"(42.05526655102041, -93.62635424489795)",-10422438.079372687,5169261.703801512,NAmes,NO,green
532378070,"(42.035543921953604, -93.67104108534794)",-10427412.59569674,5166305.239082998,Sawyer,NW,yellow
910201020,"(42.02278728571429, -93.62725732653061)",-10422538.60996018,5164393.480351285,IDOTRR,DT,dodgerblue
905103060,"(42.032380331779315, -93.67266393241763)",-10427593.250206174,5165831.09547634,Sawyer,NW,yellow
923228110,"(41.992184963279854, -93.60301436490518)",-10419839.895816715,5159808.861326576,MeadowV,SE,red
904100170,"(42.0334156649055, -93.6580366031701)",-10425964.943362674,5165986.2636038875,Sawyer,NW,yellow
533242090,"(42.04637557084984, -93.64315700103424)",-10424308.553629704,5167928.8130450575,Somerst,NW,yellow
528456180,"(42.050894770020435, -93.64654466536167)",-10424685.66669761,5168606.285201939,Somerst,NW,yellow
907285100,"(42.01785941350981, -93.6800134289633)",-10428411.392419225,5163655.073113139,CollgCr,SW,purple
535104020,"(42.04781114704566, -93.61670524078161)",-10421363.957147794,5168144.014734625,NAmes,NO,green
528439040,"(42.05319734347564, -93.64336770333746)",-10424332.008902807,5168951.482019129,Somerst,NW,yellow
528439040,"(42.05319734347564, -93.64336770333746)",-10424332.008902807,5168951.482019129,Somerst,NW,yellow
908225320,"(42.021705410251386, -93.66465472502972)",-10426701.669318093,5164231.363965373,Edwards,SW,purple
527216070,"(42.060878739096815, -93.62613914098549)",-10422414.134114685,5170103.150705599,StoneBr,NO,green
527451290,"(42.051671928125494, -93.62770173042392)",-10422588.080775289,5168722.793660052,BrDale,NO,green
907410050,"(42.01437271211215, -93.68402669243821)",-10428858.14686567,5163132.649821405,CollgCr,SW,purple
909254050,"(42.01688175, -93.644405)",-10424447.480239082,5163508.583865572,Crawfor,SW,purple
531373060,"(42.03512185445334, -93.69195838073597)",-10429741.098368108,5166241.980281468,SawyerW,NW,yellow
534451130,"(42.0355057683593, -93.62930107326689)",-10422766.118806172,5166299.520666067,BrkSide,DT,dodgerblue
902206220,"(42.030781871272076, -93.61044502247243)",-10420667.072833361,5165591.534914773,OldTown,DT,dodgerblue
527164020,"(42.05826323456243, -93.63585790740748)",-10423496.02224392,5169710.993477391,Gilbert,NO,green
527107130,"(42.06162008936728, -93.63567359736633)",-10423475.504943991,5170214.308437507,Gilbert,NO,green
923225200,"(41.990917268587395, -93.60414456756043)",-10419965.709400792,5159618.992017337,MeadowV,SE,red
909251030,"(42.017880285714284, -93.64704514285714)",-10424741.37959756,5163658.20054656,Crawfor,SW,purple
907194130,"(42.016202425140804, -93.69133679337209)",-10429671.903579278,5163406.797831763,CollgCr,SW,purple
907250070,"(42.01711058562838, -93.68799230779719)",-10429299.597148113,5163542.8714924725,CollgCr,SW,purple
903454080,0,-10421771.804958373,5166153.874296733,IDOTRR,DT,dodgerblue
534250335,"(42.04486276332411, -93.62936435476706)",-10422773.163270548,5167702.0391670205,NWAmes,NO,green
528108130,"(42.062271913372626, -93.65420802438787)",-10425538.747922173,5170312.043713002,NridgHt,NW,yellow
923230010,"(41.9899757, -93.6067997)",-10420261.277391953,5159477.970779383,Mitchel,SE,red
909281030,"(42.017493196411195, -93.63963199612057)",-10423916.15187767,5163600.200322468,Crawfor,SW,purple
527451320,"(42.05167520656314, -93.62762874955109)",-10422579.95658169,5168723.285153432,BrDale,NO,green
