PID,MSSubClass,Foundation,PavedDrive,BsmtUnfSF,AllBathBsmt,AllBathAbv,HeatingQC,Neighborhood,YearBuilt,SalePrice,GarageCars,PorchArea,GoodLivArea,CentralAir,KitchenQual,ExterQual,BsmtCond,FireplaceQu,GarageQual,HasPool
528290090,2Fl,PConc,Y,707.0,0.0,2.5,Ex,Gilbert,2002,176000,2.0,135,1414.0,Y,Gd,Gd,TA,Gd,TA,0
528290120,2Fl,PConc,Y,982.0,0.0,2.5,Ex,Gilbert,2000,179000,2.0,163,1800.0,Y,TA,TA,TA,TA,TA,0
528290140,2Fl,PConc,Y,173.0,1.0,2.5,Ex,Gilbert,2000,173000,2.0,38,2457.0,Y,TA,TA,TA,TA,TA,0
528290170,2Fl,PConc,Y,395.0,1.0,2.5,Ex,Gilbert,2000,187000,2.0,50,2210.0,Y,TA,TA,TA,TA,TA,0
528290180,2Fl,PConc,Y,111.0,1.0,2.5,Ex,Gilbert,2000,190000,2.0,72,2197.0,Y,TA,TA,TA,TA,TA,0
528290190,SPLIT,PConc,Y,384.0,0.0,2.5,Ex,Gilbert,1999,156000,2.0,0,1430.0,Y,TA,TA,TA,TA,TA,0
528292020,2Fl,PConc,Y,884.0,0.0,2.5,Ex,Gilbert,2001,222500,2.0,192,2035.0,Y,Gd,Gd,TA,Gd,TA,0
528292030,2Fl,PConc,Y,264.0,1.0,2.5,Ex,Gilbert,1999,245000,3.0,298,3225.0,Y,Gd,Gd,TA,TA,TA,0
528292040,2Fl,PConc,Y,841.0,0.0,2.5,Ex,Gilbert,1999,181000,2.0,103,1675.0,Y,TA,TA,TA,TA,TA,0
528292060,2Fl,PConc,Y,167.0,0.0,2.5,Ex,Gilbert,1999,225000,2.0,188,3192.0,Y,TA,Gd,TA,TA,TA,0
528292070,2Fl,PConc,Y,220.0,1.0,2.5,Ex,Gilbert,1999,214000,2.0,168,2832.0,Y,Gd,Gd,TA,TA,TA,0
528294010,2Fl,PConc,Y,941.0,0.0,2.5,Ex,Gilbert,1999,185000,2.0,502,1644.0,Y,TA,TA,TA,TA,TA,0
528294050,SPLIT,PConc,Y,384.0,0.0,2.5,Ex,Gilbert,1999,168000,2.0,0,1430.0,Y,TA,TA,TA,TA,TA,0
528294060,2Fl,PConc,Y,831.0,0.0,2.5,Ex,Gilbert,1999,185900,2.0,103,1651.0,Y,TA,TA,TA,TA,TA,0
528294070,2Fl,PConc,Y,975.0,0.0,2.5,Ex,Gilbert,1999,230000,2.0,192,2291.0,Y,Gd,Gd,TA,TA,TA,0
528315030,2Fl,PConc,Y,322.0,1.0,2.5,Ex,NoRidge,1997,348000,3.0,70,3466.0,Y,Gd,Gd,TA,TA,TA,0
528315060,2Fl,PConc,Y,1173.0,0.0,2.5,Ex,NoRidge,1997,284500,2.0,131,2199.0,Y,Gd,Gd,TA,TA,TA,0
528315070,2Fl,PConc,Y,253.0,1.0,2.5,Ex,NoRidge,1998,286000,3.0,241,2767.0,Y,Gd,Gd,TA,Ex,TA,0
528315080,2Fl,PConc,Y,655.0,1.0,2.5,Ex,NoRidge,2000,300000,3.0,50,2739.0,Y,Gd,Gd,TA,TA,TA,0
528315090,2Fl,PConc,Y,89.0,1.0,2.5,Ex,NoRidge,1999,337000,3.0,308,3528.0,Y,Gd,Gd,TA,Gd,TA,0
528315110,2Fl,PConc,Y,484.0,1.0,2.5,Gd,NoRidge,1998,315000,3.0,66,3616.0,Y,Gd,Gd,TA,TA,TA,0
528320060,2Fl,PConc,Y,543.0,1.0,3.5,Ex,NoRidge,1995,625000,3.0,437,5014.0,Y,Gd,Gd,TA,TA,TA,0
528321010,2Fl,PConc,Y,773.0,1.0,2.5,Ex,NoRidge,1995,403000,3.0,348,3483.0,Y,Ex,Gd,TA,TA,TA,0
528322020,2Fl,PConc,Y,598.0,1.0,2.5,Ex,NoRidge,1997,384500,3.0,137,3732.0,Y,Gd,Gd,TA,TA,TA,0
528326030,2Fl,PConc,Y,490.0,1.0,2.5,Ex,NoRidge,2000,250000,3.0,276,2853.0,Y,Gd,Gd,TA,TA,TA,0
528326060,2Fl,PConc,Y,969.0,0.0,2.5,Ex,NoRidge,2000,248000,3.0,56,2285.0,Y,Gd,Gd,TA,TA,TA,0
528326110,2Fl,PConc,Y,1519.0,0.0,2.5,Ex,NoRidge,2000,291000,3.0,315,2172.0,Y,Ex,Gd,TA,TA,TA,0
528327010,2Fl,PConc,Y,358.0,1.0,2.5,Ex,NoRidge,2000,405000,3.0,302,4037.0,Y,Ex,Gd,TA,TA,TA,0
528327060,1Fl,PConc,Y,1351.0,1.0,2.5,Ex,NoRidge,2001,466500,3.0,454,3915.0,Y,Ex,Ex,TA,Gd,TA,0
528327070,2Fl,PConc,Y,282.0,1.0,2.5,Ex,NoRidge,2000,327000,3.0,282,3860.0,Y,Gd,Gd,TA,TA,TA,0
528328100,2Fl,PConc,Y,1393.0,0.0,2.5,Ex,NoRidge,1999,333168,3.0,698,2599.0,Y,Gd,Gd,TA,TA,TA,0
528340030,2Fl,PConc,Y,736.0,1.0,2.5,Ex,NoRidge,1998,410000,3.0,195,3750.0,Y,Gd,Gd,TA,TA,TA,0
528344020,2Fl,PConc,Y,341.0,1.0,2.5,Ex,NoRidge,1998,322500,3.0,346,3630.0,Y,Gd,Gd,TA,TA,TA,0
528344040,2Fl,PConc,Y,503.0,1.0,2.5,Ex,NoRidge,1998,340000,3.0,126,3231.0,Y,Gd,Gd,TA,TA,TA,0
528344060,2Fl,PConc,Y,130.0,1.0,2.5,Ex,NoRidge,1998,280000,2.0,657,2880.0,Y,Gd,Gd,TA,TA,TA,0
528344070,2Fl,PConc,Y,1629.0,0.0,2.5,Ex,NoRidge,1998,355000,3.0,451,2475.0,Y,Gd,Gd,TA,TA,TA,0
528344100,2Fl,PConc,Y,371.0,1.0,2.5,Ex,NoRidge,1998,336000,3.0,250,3466.0,Y,Gd,Gd,TA,TA,TA,0
528346050,1Fl,PConc,Y,322.0,1.0,2.0,Ex,NoRidge,1998,350000,3.0,177,3666.0,Y,Gd,Gd,TA,TA,TA,0
528348030,2Fl,PConc,Y,1066.0,0.0,2.5,Ex,NoRidge,1998,252000,3.0,158,2385.0,Y,Gd,Gd,TA,TA,TA,0
528351010,2Fl,PConc,Y,989.0,0.5,3.5,Ex,NoRidge,1994,755000,3.0,432,5771.0,Y,Ex,Ex,TA,Ex,TA,0
528354050,2Fl,PConc,Y,1264.0,0.0,2.5,Ex,NoRidge,1996,265000,3.0,220,2344.0,Y,Gd,Gd,TA,TA,TA,0
528354060,2Fl,PConc,Y,255.0,1.0,2.5,Ex,NoRidge,1996,269790,2.0,310,2875.0,Y,TA,Gd,TA,TA,TA,0
528354100,2Fl,PConc,Y,213.0,1.0,2.5,Ex,NoRidge,1996,279500,2.0,168,2976.0,Y,Gd,Gd,TA,TA,TA,0
528354110,2Fl,PConc,Y,660.0,1.0,2.5,Ex,NoRidge,1996,315750,3.0,299,3117.0,Y,Gd,Gd,TA,TA,TA,0
528358010,1Fl,PConc,Y,801.0,1.0,2.0,Ex,NoRidge,1996,260400,2.0,450,2639.0,Y,Gd,Gd,TA,TA,TA,0
528358030,2Fl,PConc,Y,815.0,0.0,2.5,Ex,NoRidge,1995,350000,3.0,644,3253.0,Y,Gd,Gd,TA,Ex,TA,0
528360050,2Fl,PConc,Y,48.0,1.0,3.5,Ex,NoRidge,1993,584500,3.0,1166,5185.0,Y,Ex,Gd,TA,TA,TA,0
528363020,2Fl,PConc,Y,1242.0,0.0,2.5,Ex,NoRidge,1995,290000,3.0,279,2501.0,Y,Gd,Gd,TA,TA,TA,0
528363050,1Fl,PConc,Y,262.0,1.0,2.0,Ex,NoRidge,1994,315000,3.0,238,3825.0,Y,Gd,Gd,TA,Gd,TA,0
528363070,2Fl,PConc,Y,742.0,1.0,2.5,Ex,NoRidge,1994,321000,3.0,295,3042.0,Y,Gd,Gd,TA,TA,TA,0
528363110,1Fl,PConc,Y,413.0,1.0,2.5,Ex,NoRidge,1995,350000,3.0,282,3809.0,Y,Gd,Gd,TA,TA,TA,0
528363130,2Fl,PConc,Y,431.0,1.0,2.5,Ex,NoRidge,1994,325000,2.0,218,3654.0,Y,Gd,Gd,TA,TA,TA,0
528364110,2Fl,PConc,Y,1198.0,0.0,2.5,Ex,NoRidge,1995,290000,3.0,320,2651.0,Y,Gd,Gd,TA,TA,TA,0
528365060,2Fl,PConc,Y,138.0,1.0,2.5,Ex,NoRidge,1993,341000,3.0,620,3591.0,Y,Gd,Gd,TA,TA,TA,0
528365070,2Fl,PConc,Y,360.0,1.0,2.5,Ex,NoRidge,1993,260000,3.0,544,3633.0,Y,Gd,Gd,TA,TA,TA,0
528365080,2Fl,PConc,Y,0.0,1.0,2.5,Ex,NoRidge,1993,287500,3.0,484,3277.0,Y,Gd,Gd,TA,Gd,TA,0
528365090,2Fl,PConc,Y,425.0,1.0,2.5,Ex,NoRidge,1994,290000,3.0,387,3266.0,Y,Gd,Gd,TA,TA,TA,0
528366040,2Fl,PConc,Y,0.0,1.0,2.5,Ex,NoRidge,1993,315000,3.0,568,4085.0,Y,Gd,Gd,TA,TA,TA,0
528366050,1Fl,PConc,Y,1969.0,1.0,3.0,Ex,NoRidge,1992,430000,2.0,630,4459.0,Y,Gd,Gd,TA,Gd,TA,0
528366070,2Fl,PConc,Y,770.0,1.0,2.5,Ex,NoRidge,1992,263000,2.0,209,2537.0,Y,Gd,Gd,TA,TA,TA,0
528376010,2Fl,PConc,Y,100.0,0.0,2.5,Ex,NoRidge,1996,330000,3.0,290,3763.0,Y,Gd,Gd,TA,TA,TA,0
528382020,2Fl,PConc,Y,628.0,0.0,2.5,Ex,NoRidge,1999,290000,3.0,189,2794.0,Y,Gd,Gd,TA,Gd,TA,0
528382030,2Fl,PConc,Y,1195.0,0.0,2.5,Gd,NoRidge,1998,221000,2.0,81,1839.0,Y,TA,Gd,TA,None,TA,0
528385050,2Fl,PConc,Y,254.0,1.0,2.5,Ex,NoRidge,1995,260000,2.0,607,2877.0,Y,Gd,Gd,TA,TA,TA,0
528386040,1Fl,PConc,Y,1217.0,1.0,2.5,Ex,NoRidge,1995,410000,3.0,369,4054.0,Y,Gd,Gd,TA,Ex,TA,0
528387030,2Fl,PConc,Y,549.0,1.0,2.5,Ex,NoRidge,1993,263550,2.0,338,2856.0,Y,Gd,Gd,TA,TA,TA,0
528387050,2Fl,PConc,Y,223.0,1.0,2.5,Ex,NoRidge,1994,271000,2.0,303,3127.0,Y,Gd,Gd,TA,TA,TA,0
528390020,1Fl,PConc,Y,672.0,1.0,2.0,Ex,NoRidge,1994,301500,2.0,298,3301.0,Y,Gd,Gd,TA,TA,TA,0
528390100,2Fl,PConc,Y,88.0,1.0,2.5,Ex,NoRidge,1994,402000,3.0,593,3989.0,Y,Gd,Gd,Gd,TA,TA,0
528390210,2Fl,PConc,Y,378.0,0.0,2.5,Ex,NoRidge,1994,248000,2.0,266,2445.0,Y,Gd,Gd,TA,Gd,TA,0
528427010,1Fl,PConc,Y,1580.0,0.0,2.0,Ex,Somerst,2007,235128,3.0,24,1580.0,Y,Gd,Gd,TA,None,TA,0
528427020,1Fl,PConc,Y,1468.0,0.0,2.0,Ex,Somerst,2008,244600,3.0,360,1468.0,Y,Gd,Gd,TA,Gd,TA,0
528427040,1Fl,PConc,Y,1369.0,0.0,2.0,Ex,Somerst,2007,213133,2.0,203,1369.0,Y,Gd,Gd,TA,None,TA,0
528427070,2Fl,PConc,Y,894.0,0.0,2.5,Ex,Somerst,2007,214000,3.0,118,1933.0,Y,Gd,Gd,TA,Gd,TA,0
528429050,1Fl,PConc,Y,1550.0,0.0,2.0,Ex,Somerst,2006,232000,3.0,248,1598.0,Y,Gd,Gd,TA,Gd,TA,0
528429070,1Fl,PConc,Y,482.0,1.0,2.0,Gd,Somerst,2006,240000,3.0,26,2674.0,Y,Gd,Gd,TA,Gd,TA,0
528429090,1Fl,PConc,Y,1905.0,0.0,2.0,Ex,Somerst,2006,320000,3.0,191,1905.0,Y,Ex,Ex,Gd,Gd,TA,0
528429100,1Fl,PConc,Y,108.0,1.0,2.5,Ex,Somerst,2006,336820,3.0,440,3232.0,Y,Gd,Gd,Gd,Gd,TA,0
528429110,1Fl,PConc,Y,556.0,1.0,2.0,Ex,Somerst,2007,282922,3.0,328,2393.0,Y,Gd,Gd,TA,None,TA,0
528429120,1Fl,PConc,Y,356.0,1.0,1.5,Ex,Somerst,2005,423000,3.0,459,3818.0,Y,Ex,Gd,TA,Ex,TA,0
528431020,1Fl,PConc,Y,1696.0,0.0,2.0,Ex,Somerst,2008,275000,3.0,176,1696.0,Y,Gd,Gd,TA,None,TA,0
528431040,1Fl,PConc,Y,394.0,1.0,2.0,Ex,Somerst,2007,419005,3.0,128,3538.0,Y,Ex,Ex,TA,Gd,TA,0
528431050,1Fl,PConc,Y,1560.0,1.0,2.0,Ex,Somerst,2006,255000,3.0,60,1699.0,Y,Gd,Gd,TA,Gd,TA,0
528431060,1Fl,PConc,Y,1530.0,0.0,2.0,Ex,Somerst,2007,245000,3.0,243,1596.0,Y,Gd,TA,TA,Gd,TA,0
528431070,1Fl,PConc,Y,1614.0,0.0,2.5,Ex,Somerst,2008,257500,3.0,188,1658.0,Y,Gd,Gd,TA,Gd,TA,0
528431120,2Fl,PConc,Y,1341.0,0.0,3.0,Ex,Somerst,2007,257000,3.0,204,1861.0,Y,Gd,Gd,TA,Gd,TA,0
528435020,2Fl,PConc,Y,226.0,1.0,2.5,Ex,Somerst,2007,297900,3.0,276,2603.0,Y,Gd,Gd,TA,Gd,TA,0
528435040,1Fl,PConc,Y,600.0,1.0,2.0,Ex,Somerst,2007,311872,3.0,575,2852.0,Y,Ex,Ex,TA,Gd,TA,0
528435050,1Fl,PConc,Y,408.0,1.0,2.0,Ex,Somerst,2007,275500,3.0,69,2996.0,Y,Gd,Gd,TA,Gd,TA,0
528435070,1Fl,PConc,Y,1588.0,0.0,2.0,Ex,Somerst,2006,227000,3.0,189,1588.0,Y,Gd,Gd,Gd,Gd,TA,0
528439010,1Fl,PConc,Y,794.0,0.0,2.0,Ex,Somerst,2006,247000,2.0,20,2126.0,Y,Gd,Gd,TA,Gd,TA,0
528439030,1Fl,PConc,Y,1616.0,0.0,2.0,Ex,Somerst,2005,232000,3.0,267,1616.0,Y,Gd,Gd,TA,None,TA,0
528439040,1Fl,PConc,Y,769.0,1.0,2.0,Ex,Somerst,2005,260000,2.0,186,2307.0,Y,Gd,Gd,TA,None,TA,0
528439060,1Fl,PConc,Y,1043.0,0.0,2.0,Ex,Somerst,2006,245000,2.0,347,1811.0,Y,Gd,Gd,TA,Gd,TA,0
528439080,1Fl,PConc,Y,716.0,1.0,2.0,Ex,Somerst,2005,249000,2.0,227,2284.0,Y,Gd,Gd,Gd,Gd,TA,0
528441020,2Fl,PConc,Y,772.0,0.0,2.5,Ex,Somerst,2005,253000,2.0,48,2312.0,Y,Gd,Gd,TA,Gd,TA,0
528441080,1Fl,PConc,Y,317.0,1.0,2.0,Ex,Somerst,2004,307000,2.0,312,3063.0,Y,Gd,Gd,TA,Gd,TA,0
528441090,1Fl,PConc,Y,300.0,1.0,2.0,Ex,Somerst,2005,468000,3.0,296,4648.0,Y,Ex,Ex,TA,Gd,TA,0
528445060,1Fl,PConc,Y,1595.0,0.0,2.0,Ex,Somerst,2005,221500,3.0,144,1595.0,Y,Gd,Gd,TA,Gd,TA,0
528445070,2Fl,PConc,Y,1302.0,0.0,2.5,Ex,Somerst,2006,221300,3.0,40,1830.0,Y,Gd,Gd,TA,None,TA,0
528456180,2Fl,PConc,Y,78.0,1.0,2.5,Ex,Somerst,2009,252678,2.0,276,2674.0,Y,Gd,TA,TA,TA,TA,0
528456200,1Fl,PConc,Y,1254.0,0.0,2.0,Ex,Somerst,2006,198600,2.0,60,1302.0,Y,Gd,Gd,TA,None,TA,0
528456220,2Fl,PConc,Y,768.0,0.0,2.5,Ex,Somerst,2008,210000,2.0,30,1590.0,Y,Gd,Gd,TA,None,TA,0
528456230,1Fl,PConc,Y,1335.0,0.0,2.0,Ex,Somerst,2006,210400,2.0,210,1335.0,Y,Gd,Gd,TA,None,TA,0
528456240,1Fl,PConc,Y,1191.0,0.0,2.0,Ex,Somerst,2009,208300,2.0,102,1245.0,Y,Gd,Gd,TA,None,TA,0
528458030,1Fl,PConc,Y,1339.0,0.0,2.0,Ex,Somerst,2007,212700,2.0,305,1396.0,Y,Gd,Gd,TA,None,TA,0
528458060,1Fl,PConc,Y,1402.0,0.0,2.0,Ex,Somerst,2008,229800,2.0,331,1402.0,Y,Gd,Gd,TA,None,TA,0
528458070,2Fl,PConc,Y,732.0,0.0,2.5,Ex,Somerst,2009,215200,2.0,214,1571.0,Y,Gd,TA,TA,None,TA,0
528458080,2Fl,PConc,Y,546.0,0.0,2.5,Ex,Somerst,2007,255000,2.0,280,2142.0,Y,Gd,Gd,TA,None,TA,0
528458110,1Fl,PConc,Y,488.0,1.0,2.0,Ex,Somerst,2008,262500,2.0,312,2644.0,Y,Gd,Gd,TA,None,TA,0
528458120,2Fl,PConc,Y,1088.0,0.0,2.5,Ex,Somerst,2006,270000,3.0,254,1959.0,Y,Gd,Gd,TA,Gd,TA,0
528458140,1Fl,PConc,Y,1530.0,0.0,2.0,Ex,Somerst,2007,250000,3.0,348,1530.0,Y,Gd,Gd,TA,Gd,TA,0
528458180,1Fl,PConc,Y,1348.0,0.0,2.0,Ex,Somerst,2006,238500,2.0,140,1472.0,Y,Gd,Gd,TA,Gd,TA,0
528462040,1Fl,PConc,Y,1428.0,0.0,2.0,Ex,Somerst,2007,182000,2.0,120,1428.0,Y,Gd,Gd,TA,None,TA,0
528477020,1Fl,PConc,Y,1632.0,0.0,2.0,Ex,Somerst,2006,249700,3.0,146,1680.0,Y,Gd,Gd,TA,None,TA,0
528477040,2Fl,PConc,Y,466.0,0.0,2.5,Gd,Somerst,2005,226700,2.0,108,2168.0,Y,Gd,Gd,TA,None,TA,0
528477050,2Fl,PConc,Y,252.0,1.0,2.5,Ex,Somerst,2008,310000,3.0,220,2772.0,Y,Ex,Ex,TA,Ex,TA,0
528477070,2Fl,PConc,Y,218.0,1.0,2.5,Ex,Somerst,2006,270000,3.0,213,2477.0,Y,Gd,Gd,Gd,Gd,TA,0
528477080,2Fl,PConc,Y,769.0,0.0,2.5,Ex,Somerst,2004,254900,2.0,136,2169.0,Y,Gd,Gd,TA,Gd,TA,0
528478030,2Fl,PConc,Y,1053.0,0.0,2.5,Ex,Somerst,2003,250000,2.0,185,1992.0,Y,Gd,Gd,TA,Gd,TA,0
528478040,2Fl,PConc,Y,1026.0,0.0,2.5,Ex,Somerst,2005,250000,3.0,364,1958.0,Y,Gd,Gd,TA,Gd,TA,0
528480020,2Fl,PConc,Y,874.0,0.0,3.0,Ex,Somerst,2007,227875,2.0,249,1761.0,Y,Gd,Gd,TA,None,TA,0
528480040,2Fl,PConc,Y,1082.0,0.0,2.5,Ex,Somerst,2005,252000,3.0,210,1953.0,Y,Gd,Gd,TA,Gd,TA,0
528480060,2Fl,PConc,Y,245.0,1.0,2.5,Ex,Somerst,2007,339750,3.0,102,2867.0,Y,Ex,Gd,TA,Gd,TA,0
528480070,2Fl,PConc,Y,1095.0,0.0,2.5,Gd,Somerst,2006,266000,3.0,243,1939.0,Y,Gd,Gd,TA,Gd,TA,0
528480090,1Fl,PConc,Y,54.0,1.0,2.0,Ex,Somerst,2005,271500,2.0,318,2882.0,Y,Gd,Gd,TA,Gd,TA,0
528480110,2Fl,PConc,Y,858.0,0.0,2.5,Ex,Somerst,2005,200825,2.0,53,1716.0,Y,Gd,Gd,TA,None,TA,0
528480130,2Fl,PConc,Y,280.0,1.0,2.0,Ex,Somerst,2006,241000,2.0,168,2362.0,Y,Gd,Gd,TA,None,TA,0
528480150,2Fl,PConc,Y,770.0,0.0,2.5,Ex,Somerst,2006,197000,2.0,50,1576.0,Y,Gd,Gd,Gd,None,TA,0
528480160,2Fl,PConc,Y,813.0,0.0,2.5,Ex,Somerst,2007,205950,2.0,0,1665.0,Y,Gd,Gd,TA,None,TA,0
528480180,1Fl,PConc,Y,1574.0,0.0,2.0,Ex,Somerst,2007,261329,2.0,256,1584.0,Y,Ex,Ex,TA,Gd,TA,0
528482010,1Fl,PConc,Y,1685.0,0.0,2.0,Ex,Somerst,2006,253000,3.0,175,1685.0,Y,Gd,Gd,TA,Gd,TA,0
528482020,1Fl,PConc,Y,1660.0,0.0,2.0,Ex,Somerst,2007,256000,3.0,253,1660.0,Y,Gd,Gd,TA,Gd,TA,0
528482030,2Fl,PConc,Y,1158.0,0.0,2.5,Ex,Somerst,2004,265000,3.0,320,2443.0,Y,Gd,Gd,TA,Gd,TA,0
528482040,1Fl,PConc,Y,222.0,1.0,2.0,Ex,Somerst,2006,291000,3.0,288,3092.0,Y,Ex,Gd,TA,Gd,TA,0
528482090,2Fl,PConc,Y,1580.0,0.0,3.0,Ex,Somerst,2004,340000,2.0,373,2466.0,Y,Gd,Gd,TA,Gd,TA,0
528482130,2Fl,PConc,Y,912.0,0.0,2.5,Ex,Somerst,2003,263000,2.0,364,2094.0,Y,Gd,Gd,TA,Gd,TA,0
528488100,1Fl,PConc,Y,811.0,1.0,2.0,Ex,Somerst,2004,185000,2.0,113,1631.0,Y,Gd,Gd,TA,None,TA,0
528488120,1Fl,PConc,Y,1257.0,0.0,2.0,Ex,Somerst,2005,176000,2.0,182,1266.0,Y,Gd,Gd,TA,TA,TA,0
528488130,1Fl,PConc,Y,1293.0,1.0,2.0,Ex,Somerst,2006,187750,2.0,337,1301.0,Y,Gd,Gd,Gd,Gd,TA,0
528488140,1Fl,PConc,Y,316.0,1.0,2.0,Ex,Somerst,2007,230348,2.0,336,2120.0,Y,Gd,Gd,TA,None,TA,0
528490040,1Fl,PConc,Y,422.0,1.0,2.0,Ex,Somerst,2003,234500,2.0,280,2684.0,Y,Gd,Gd,TA,None,TA,0
528490070,2Fl,PConc,Y,402.0,1.0,2.5,Ex,Somerst,2003,209000,2.0,45,2063.0,Y,Gd,Gd,TA,None,TA,0
528490080,2Fl,PConc,Y,361.0,0.0,2.5,Ex,Somerst,2003,207500,2.0,272,2231.0,Y,Gd,Gd,TA,None,TA,0
531363010,1Fl,PConc,Y,1218.0,0.0,1.5,Ex,SawyerW,2007,159000,2.0,178,1218.0,Y,Gd,Gd,TA,None,TA,0
531363030,1Fl,PConc,Y,1087.0,1.0,1.5,Ex,SawyerW,2006,152000,2.0,182,1195.0,Y,Gd,Gd,Gd,None,TA,0
531363040,1Fl,PConc,Y,1143.0,0.0,1.5,Ex,SawyerW,2006,147000,0.0,55,1143.0,Y,Gd,Gd,Gd,None,None,0
531363050,1Fl,PConc,Y,1158.0,0.0,1.5,Ex,SawyerW,2004,143500,0.0,50,1158.0,Y,Gd,TA,TA,None,None,0
531363060,1Fl,PConc,Y,400.0,1.0,1.0,Ex,SawyerW,2004,141000,0.0,0,1760.0,Y,Gd,TA,TA,None,None,0
531363080,1Fl,PConc,Y,1118.0,0.0,1.5,Ex,SawyerW,2005,139500,0.0,54,1166.0,Y,Gd,TA,TA,None,None,0
531367050,2Fl,PConc,Y,300.0,1.0,2.5,Ex,SawyerW,2004,233000,2.0,45,2740.0,Y,Gd,Gd,TA,None,TA,0
531369010,2Fl,PConc,Y,835.0,0.0,2.5,Ex,SawyerW,2004,193000,2.0,237,1812.0,Y,Gd,Gd,TA,None,TA,0
531369020,1Fl,PConc,Y,222.0,0.0,2.0,Ex,SawyerW,2004,203000,3.0,246,2802.0,Y,Gd,Gd,TA,None,TA,0
531369060,2Fl,PConc,Y,831.0,0.0,2.5,Ex,SawyerW,2004,181000,2.0,212,1659.0,Y,Gd,Gd,TA,None,TA,0
531371050,1Fl,PConc,Y,343.0,1.0,2.0,Ex,SawyerW,2003,184900,2.0,41,2033.0,Y,Gd,Gd,TA,None,TA,0
531371070,2Fl,PConc,Y,200.0,1.0,2.5,Ex,SawyerW,2003,188000,2.0,209,2331.0,Y,Gd,Gd,TA,None,TA,0
531373060,2Fl,PConc,Y,835.0,0.0,2.5,Ex,SawyerW,2003,192500,2.0,236,1663.0,Y,Gd,Gd,TA,None,TA,0
531375040,1Fl,PConc,Y,1114.0,0.0,1.5,Ex,SawyerW,2004,159000,2.0,350,1114.0,Y,Gd,Gd,TA,None,TA,0
531375050,1Fl,PConc,Y,1095.0,1.0,1.0,Ex,SawyerW,2005,146000,0.0,90,1255.0,Y,Gd,TA,Gd,None,None,0
531375070,1Fl,PConc,Y,1141.0,0.0,1.5,Ex,SawyerW,2005,142500,2.0,0,1141.0,Y,TA,Gd,TA,None,TA,0
531375090,1Fl,PConc,Y,1114.0,0.0,1.5,Ex,SawyerW,2004,142000,0.0,39,1114.0,Y,Gd,TA,TA,None,None,0
531375100,1Fl,PConc,Y,217.0,1.0,1.5,Ex,SawyerW,2004,158000,2.0,50,2099.0,Y,Gd,TA,TA,None,TA,0
531375110,1Fl,PConc,Y,468.0,1.0,1.5,Ex,SawyerW,2004,159000,2.0,102,1760.0,Y,Gd,TA,TA,None,TA,0
531375120,1Fl,PConc,Y,300.0,1.0,1.0,Ex,SawyerW,2003,155000,2.0,78,1928.0,Y,Gd,TA,TA,None,TA,0
531375130,1Fl,PConc,Y,278.0,1.0,2.0,Ex,SawyerW,2003,153000,2.0,42,1950.0,Y,Gd,TA,TA,None,TA,0
531375140,1Fl,PConc,Y,365.0,1.0,1.0,Ex,SawyerW,2003,149000,2.0,0,1823.0,Y,Gd,Gd,TA,None,TA,0
531376010,2Fl,PConc,Y,798.0,0.0,2.5,Ex,SawyerW,2004,173000,2.0,183,1640.0,Y,Gd,Gd,TA,None,TA,0
531376030,2Fl,PConc,Y,891.0,0.0,2.5,Ex,SawyerW,2005,184000,2.0,245,1686.0,Y,Gd,Gd,TA,None,TA,0
531376050,2Fl,PConc,Y,784.0,0.0,2.5,Ex,SawyerW,2005,184900,2.0,177,1585.0,Y,Gd,Gd,TA,None,TA,0
531376060,1Fl,PConc,Y,1461.0,0.0,2.0,Ex,SawyerW,2006,181000,2.0,32,1486.0,Y,Gd,Gd,TA,None,TA,0
531376070,1Fl,PConc,Y,1162.0,0.0,2.0,Ex,SawyerW,2007,170000,2.0,32,1162.0,Y,Gd,Gd,TA,None,TA,0
531376090,1Fl,PConc,Y,1450.0,0.0,2.0,Ex,SawyerW,2008,224243,3.0,93,1450.0,Y,Gd,Gd,TA,None,TA,0
531379030,2Fl,PConc,Y,941.0,0.0,2.5,Ex,SawyerW,1997,187000,2.0,315,1837.0,Y,TA,TA,TA,None,TA,0
531379050,2Fl,PConc,Y,276.0,1.0,2.5,Ex,SawyerW,1996,220000,2.0,74,2759.0,Y,Gd,Gd,TA,TA,TA,0
531380080,2Fl,PConc,Y,253.0,1.0,2.5,Ex,SawyerW,1994,205000,2.0,130,2805.0,Y,Gd,Gd,TA,Fa,TA,0
531380110,2Fl,PConc,Y,114.0,0.5,2.5,Ex,SawyerW,1994,201000,2.0,387,2535.0,Y,Gd,Gd,Gd,None,TA,0
531382070,1Fl,PConc,Y,868.0,1.0,2.0,Ex,SawyerW,2005,257000,2.0,209,2820.0,Y,Gd,Gd,Gd,Gd,TA,0
531382090,2Fl,PConc,Y,392.0,0.0,2.5,Ex,SawyerW,1995,182000,2.0,70,1971.0,Y,Gd,Gd,TA,None,TA,0
531382110,2Fl,PConc,Y,284.0,0.5,2.5,Ex,SawyerW,1993,163000,2.0,240,2282.0,Y,Gd,Gd,TA,None,TA,0
531382120,1Fl,PConc,Y,270.0,1.0,2.0,Ex,SawyerW,1994,193500,2.0,266,2817.0,Y,Gd,TA,TA,Fa,TA,0
