PID,lat_long
535103050,"(42.04892890817189, -93.61662458579933)"
528240150,"(42.061224524473666, -93.64249212714206)"
906226120,"(42.03128738326857, -93.67894361908435)"
535327140,"(42.038369856900076, -93.61107609317202)"
528427040,"(42.05576760091469, -93.64317123841688)"
528435020,"(42.054149, -93.644192)"
534431130,"(42.0384108367347, -93.62169385714286)"
923203110,"(41.99302302560038, -93.6081644942168)"
527356020,"(42.05050176633044, -93.63749315294264)"
527252090,"(42.057638772584404, -93.62993068852472)"
527258020,"(42.05737128048277, -93.62989209803447)"
533253060,"(42.04292843701024, -93.64930738305368)"
905107380,"(42.03166456924505, -93.67415414231127)"
531375040,"(42.03789478718914, -93.69152303149954)"
535355100,"(42.034592382673324, -93.61600823920722)"
907192120,"(42.016317023596216, -93.69159318608705)"
528138010,"(42.06162466808756, -93.65221048846105)"
908229020,"(42.02138447474748, -93.65922493939395)"
528480090,"(42.05142825378456, -93.64252609194007)"
527108070,"(42.06323938268836, -93.63647038268836)"
906226060,"(42.0324048560419, -93.679752)"
908275290,"(42.017731142857144, -93.66219771428571)"
531375070,"(42.037880984107865, -93.69138693054298)"
528480070,"(42.05218586544711, -93.64236547683238)"
905300080,"(42.02890321194663, -93.676399360278)"
907203040,"(42.021766, -93.683356)"
535450180,"(42.03578971428571, -93.61032328571429)"
531382070,"(42.03579438904468, -93.69133791874154)"
527216080,"(42.06084660866363, -93.62614208665285)"
906394050,"(42.02320307609885, -93.688895)"
527252070,"(42.05755020324208, -93.63000213859564)"
534250010,"(42.04553058199126, -93.63036795695383)"
904100090,"(42.034476, -93.655797)"
905453040,"(42.02515574286182, -93.66606191273536)"
527326150,"(42.05528206355001, -93.63425011897093)"
909101050,"(42.02208263383202, -93.65694856603419)"
923203140,"(41.992959487127756, -93.60816571991228)"
906230020,"(42.030538597973475, -93.67893732726276)"
528218060,"(42.061822100111776, -93.64492938078112)"
906380040,"(42.02539048178546, -93.69056946137641)"
528228360,"(42.063176890925995, -93.64022440631767)"
532377130,"(42.0347092512174, -93.6734836316701)"
527256040,0
903400030,"(42.02949532172788, -93.62581691295279)"
535453200,"(42.03720334607937, -93.60675628318276)"
528240080,"(42.060176458179896, -93.6414130851072)"
534476320,"(42.037385798657716, -93.62458487248323)"
902125080,"(42.03339740816326, -93.6140427755102)"
528327010,"(42.05560070878284, -93.65226544098256)"
916455070,"(41.99633696806935, -93.64682732432733)"
535350030,"(42.038242857142855, -93.61898336734694)"
905226170,"(42.033870269370155, -93.66194959440077)"
528488140,"(42.05122208592715, -93.64372242237481)"
528228580,"(42.063144, -93.64267907472981)"
527453130,"(42.05068821188921, -93.62609425309661)"
534127210,"(42.04886393696468, -93.63474361913696)"
531452020,"(42.03470498605157, -93.68622929966418)"
911175430,"(42.019100274194074, -93.61476109680883)"
531452180,"(42.03651955306964, -93.68624346346671)"
902300110,"(42.02912142857143, -93.61848014285715)"
924152030,"(41.98920287894761, -93.60018413490596)"
902110120,0
528439080,"(42.05319057536633, -93.64455891242268)"
908151040,"(42.01901087755102, -93.67531048979592)"
528390020,"(42.04946678372613, -93.65117696467397)"
531453140,"(42.035634898410905, -93.68522470040688)"
905226110,"(42.03266153193981, -93.66098447742898)"
531363080,"(42.037805872725784, -93.69228547634813)"
527450520,"(42.05146405037852, -93.62707910309375)"
534252040,"(42.04467577213927, -93.62479946563464)"
527453140,"(42.05068774720407, -93.62611562861271)"
531385020,"(42.03698944897959, -93.68877371428572)"
534151175,"(42.043132443732944, -93.63701692058576)"
914452060,"(41.99436430952381, -93.6064848452381)"
535426130,"(42.03893266606289, -93.60524586740931)"
905200220,"(42.03343549761995, -93.6667508603405)"
903425280,"(42.02716306817302, -93.62524729349819)"
527326130,"(42.05527671524565, -93.63428082858952)"
902105110,"(42.03234869387755, -93.61695569387754)"
528477050,"(42.052361100598375, -93.64250793879313)"
909282130,"(42.01604345103652, -93.63947253148343)"
534402170,"(42.03990752355813, -93.6281476385107)"
528228340,"(42.063332643566966, -93.64039482796149)"
911128180,"(42.02136264484655, -93.61524020165535)"
527404020,"(42.055197743096855, -93.62675858329791)"
908103350,"(42.02017885714286, -93.67535371428572)"
527126030,"(42.063184675, -93.634378025)"
916475040,"(41.99535006060606, -93.64701198989899)"
905452110,0
533208020,"(42.04771201799954, -93.64670427559805)"
902103120,"(42.032211292796056, -93.61892575481906)"
527359180,"(42.051491, -93.634051)"
535475020,"(42.03693412121212, -93.60502794949495)"
909129100,0
923227100,"(41.9933402, -93.6041191)"
528150090,"(42.05958115388315, -93.65806634674809)"
916252170,0
914475030,"(41.9970794347026, -93.60409578337028)"
923225240,"(41.99058305966545, -93.60383229513143)"
527108060,"(42.063154, -93.63666)"
528482090,"(42.05105825602237, -93.63971724582727)"
527358060,"(42.0507044, -93.6352344)"
903235100,"(42.03046517167965, -93.62447142863358)"
903225040,"(42.03356512244898, -93.62475426530612)"
903225040,"(42.03356512244898, -93.62475426530612)"
905453080,"(42.02407498695896, -93.6625751725542)"
903227080,"(42.03343397959184, -93.62348342857142)"
908102140,"(42.02086615826354, -93.67758435907253)"
534275060,"(42.043157545707366, -93.62321486965608)"
907202080,"(42.019786954284356, -93.68472770538007)"
532351090,"(42.036257673469386, -93.67609259183673)"
923226300,"(41.992261665241934, -93.60328933021607)"
923226300,"(41.992261665241934, -93.60328933021607)"
923226300,"(41.992261665241934, -93.60328933021607)"
907180130,"(42.017203588111634, -93.69235008566766)"
907412040,"(42.013913696969695, -93.68548495959595)"
535456100,"(42.0348683877551, -93.60776691836735)"
528172020,"(42.061667164215514, -93.64353825363976)"
907175080,"(42.01849162205524, -93.69079671519896)"
534427140,"(42.041287123174314, -93.62325760777752)"
905200010,"(42.03441534858317, -93.66861455432976)"
528228555,"(42.063305687790894, -93.64168563838102)"
905300020,"(42.029447063829785, -93.67826268085106)"
533253030,"(42.0427331748041, -93.64931675322147)"
923228250,"(41.99172278896287, -93.60157702884217)"
534128100,"(42.04787, -93.6323818)"
908103090,"(42.02110648484849, -93.67618415151516)"
531369010,"(42.03601702285148, -93.69162303599694)"
535426350,"(42.04003007162375, -93.6070279042265)"
527210050,"(42.060522673469386, -93.62919155102041)"
923225190,"(41.99100085550783, -93.604222598044)"
923228210,"(41.9925693, -93.6021357)"
902401090,"(42.028074708774916, -93.61014271429373)"
528174080,"(42.05925125070055, -93.64933063070106)"
910200040,"(42.022718469387755, -93.62844465306122)"
528294060,"(42.05866265772722, -93.64084551761728)"
902128150,"(42.032355714285714, -93.61541004081633)"
535451010,"(42.03818257142857, -93.608716)"
533221060,"(42.04617314973377, -93.64670256703432)"
535175050,"(42.04484298006625, -93.61406195922254)"
909451100,0
905104210,"(42.02996191433617, -93.6781799948893)"
907275080,"(42.01886106272859, -93.6821084956379)"
907285080,"(42.01785786161569, -93.6801774863413)"
907285050,"(42.01784829160197, -93.68118917350554)"
528118040,"(42.06042751020408, -93.65749616326531)"
907255050,"(42.01719142857143, -93.68561179591838)"
905105190,"(42.02992519260834, -93.6779561719857)"
923201100,"(41.993425, -93.604106)"
528120030,"(42.06125391005535, -93.65429293465563)"
907135170,"(42.01887172555679, -93.69257045338068)"
535478010,"(42.0354431086131, -93.60569883577747)"
535180120,"(42.04210733692971, -93.61285385715064)"
534426110,"(42.04122444683396, -93.62456660627306)"
535403150,"(42.03835063265306, -93.60764075510204)"
531376010,"(42.03678026115666, -93.69121382976279)"
911102170,"(42.02140362966889, -93.61680909086884)"
905475520,"(42.02508203703704, -93.66355788888889)"
907175030,"(42.018169045677084, -93.69174026119212)"
527212050,"(42.060552547368424, -93.62885495789475)"
902201110,"(42.03347424489796, -93.6088341632653)"
906201030,"(42.03318050758283, -93.68572630529711)"
535325130,"(42.039393076923076, -93.61263997435897)"
533213040,"(42.047117, -93.646828)"
527352150,"(42.05183843368243, -93.6379785407475)"
903226060,"(42.03347295918367, -93.62370485714285)"
923227080,"(41.9933402, -93.6041191)"
907252060,"(42.01849059534388, -93.68659668498663)"
907252060,"(42.01849059534388, -93.68659668498663)"
528102010,"(42.06176391836735, -93.65861987755102)"
533208040,"(42.04769896383669, -93.6466556166478)"
534128090,"(42.04772546508857, -93.63152308199787)"
908103260,"(42.02000289795919, -93.67364530612245)"
903231180,"(42.031539081816845, -93.62450668469695)"
533206050,"(42.04748696849148, -93.64765887536495)"
535403280,"(42.03914984821677, -93.60930168616562)"
907192030,"(42.01683112623088, -93.68964000369685)"
914465060,"(41.99713146754121, -93.6072490569355)"
903228120,"(42.03356314285715, -93.62241285714285)"
903229040,"(42.03347219306265, -93.62047117158787)"
535101120,"(42.048325165604545, -93.61985953456579)"
527180040,"(42.057985, -93.634747)"
902110080,"(42.03028234502641, -93.61727963334769)"
902405120,"(42.027279412009655, -93.60867480737409)"
924100070,"(41.99121668853178, -93.60002553480204)"
903454020,0
527110120,"(42.0607983, -93.6364315)"
902136110,"(42.03024178915276, -93.61083832613981)"
907130060,"(42.021200447533985, -93.68889377734922)"
526350040,"(42.052806, -93.619783)"
535352090,"(42.037115346938776, -93.61603242857143)"
907295100,"(42.01627970148097, -93.68062111909747)"
528431060,"(42.05431157972937, -93.64253480339607)"
535126040,"(42.047395443263106, -93.6142805154145)"
534477110,"(42.03598415118583, -93.62268006475738)"
528222010,"(42.06162825548448, -93.643988570908)"
923203010,"(41.99323482050913, -93.60816040856515)"
535154060,"(42.04410238605175, -93.61493435062951)"
533125120,"(42.04859977363349, -93.65367775597777)"
902301150,"(42.02932957142857, -93.61826685714286)"
533250160,"(42.044657567685334, -93.64823284612062)"
528106010,"(42.062095984193746, -93.65685834406673)"
532376040,"(42.03464492397396, -93.66951756572132)"
535151130,"(42.04472603437159, -93.61922786573736)"
528240070,"(42.060213257327135, -93.64141992057222)"
527184020,"(42.0610026, -93.6325959)"
907135230,"(42.01939203733658, -93.6925127688957)"
527402150,"(42.05526655102041, -93.62635424489795)"
532378070,"(42.035543921953604, -93.67104108534794)"
910201020,"(42.02278728571429, -93.62725732653061)"
905103060,"(42.032380331779315, -93.67266393241763)"
923228110,"(41.992184963279854, -93.60301436490518)"
904100170,"(42.0334156649055, -93.6580366031701)"
533242090,"(42.04637557084984, -93.64315700103424)"
528456180,"(42.050894770020435, -93.64654466536167)"
907285100,"(42.01785941350981, -93.6800134289633)"
535104020,"(42.04781114704566, -93.61670524078161)"
528439040,"(42.05319734347564, -93.64336770333746)"
528439040,"(42.05319734347564, -93.64336770333746)"
908225320,"(42.021705410251386, -93.66465472502972)"
527216070,"(42.060878739096815, -93.62613914098549)"
527451290,"(42.051671928125494, -93.62770173042392)"
907410050,"(42.01437271211215, -93.68402669243821)"
909254050,"(42.01688175, -93.644405)"
531373060,"(42.03512185445334, -93.69195838073597)"
534451130,"(42.0355057683593, -93.62930107326689)"
902206220,"(42.030781871272076, -93.61044502247243)"
527164020,"(42.05826323456243, -93.63585790740748)"
527107130,"(42.06162008936728, -93.63567359736633)"
923225200,"(41.990917268587395, -93.60414456756043)"
909251030,"(42.017880285714284, -93.64704514285714)"
907194130,"(42.016202425140804, -93.69133679337209)"
907250070,"(42.01711058562838, -93.68799230779719)"
903454080,0
534250335,"(42.04486276332411, -93.62936435476706)"
528108130,"(42.062271913372626, -93.65420802438787)"
923230010,"(41.9899757, -93.6067997)"
909281030,"(42.017493196411195, -93.63963199612057)"
527451320,"(42.05167520656314, -93.62762874955109)"
535303110,"(42.039664625, -93.61868875)"
528456200,"(42.05101239213435, -93.64681678195528)"
528120010,"(42.060677470544995, -93.65539242272703)"
902207170,"(42.030307768296915, -93.6068260153733)"
923204140,"(41.99308116084478, -93.60743936126562)"
906223080,"(42.03184067330635, -93.68201688920506)"
532378050,"(42.03533265, -93.67095644136586)"
906204140,"(42.031731567986974, -93.68318747200024)"
923202137,"(41.99006190909091, -93.60997548484848)"
907280040,"(42.018718630703006, -93.6807596422943)"
528170070,"(42.058482936980404, -93.65149763205174)"
909451020,0
902300260,"(42.029323454669566, -93.62015225124317)"
911226010,"(42.0223864145049, -93.60415458704887)"
535375160,"(42.037502265306124, -93.6154473877551)"
527405160,"(42.053298017748844, -93.62584077426474)"
534200030,"(42.04878818681946, -93.62915074903395)"
528186110,"(42.05757013131882, -93.65196413300134)"
527450110,"(42.05260986231037, -93.62900207876737)"
528292030,"(42.05709294424635, -93.6415073065371)"
535177020,"(42.04566290558734, -93.61184232632132)"
535478110,"(42.03462175437361, -93.60557498097913)"
528142070,"(42.06056202980451, -93.65273732220116)"
527276040,"(42.05844882894972, -93.62175577659416)"
908127070,"(42.0208362244898, -93.6714876122449)"
908186090,"(42.01897073746672, -93.66981331091675)"
916403290,"(41.99799866666667, -93.644516)"
528327070,"(42.05538735181364, -93.65428390624355)"
535453040,"(42.03699233333333, -93.60600677777778)"
923276180,"(41.988449381188026, -93.60331614523712)"
534430110,"(42.03846308598738, -93.62270412862706)"
907187030,"(42.017921826193216, -93.68967828436668)"
535383120,"(42.03524663636364, -93.61222263636363)"
902205070,"(42.032131, -93.606876)"
535453100,"(42.03581657575758, -93.60600425252525)"
528488100,"(42.05125546848755, -93.64269276238963)"
534403370,"(42.04122141044833, -93.62720432754352)"
535455080,"(42.034627, -93.608814)"
535455080,"(42.034627, -93.608814)"
532479120,"(42.03468253846154, -93.66195007692308)"
531452260,"(42.03767742851948, -93.68875931453856)"
528488130,"(42.0512234774297, -93.64365523268008)"
923229010,"(41.99152844292028, -93.60500455620638)"
528382020,"(42.0526516081182, -93.65105375093329)"
914478045,"(41.994589418510536, -93.60122804548455)"
535478040,"(42.035209948063226, -93.60468306987144)"
907227080,"(42.0208892, -93.68312365714286)"
532376090,"(42.03477656100864, -93.66951124378872)"
907196050,"(42.016592642992194, -93.68899743746088)"
907265100,"(42.017270154955895, -93.6840958795833)"
528114050,"(42.06112707267228, -93.65812913929521)"
907260030,"(42.01696585714286, -93.68690285714285)"
905200510,"(42.033672637194485, -93.66937652743292)"
527106050,"(42.06079867245493, -93.63774189850938)"
527325160,"(42.054181, -93.6323624)"
535403190,"(42.03834765306122, -93.60870085714285)"
907410040,"(42.014608347153285, -93.68394818652763)"
531384070,"(42.03521695575414, -93.68951234693058)"
528290170,"(42.05783958157351, -93.6417927062154)"
903457130,"(42.02306402527244, -93.62823044963443)"
902402250,"(42.02923907965382, -93.608717)"
533223050,"(42.04644281340748, -93.64544654019153)"
527376090,"(42.05252870596256, -93.63054914493678)"
528168040,"(42.058083423844494, -93.65472971810732)"
528174070,"(42.059247882699815, -93.64934614756156)"
527106140,"(42.06062507997717, -93.63872709215757)"
909281080,"(42.016308079544864, -93.63960037779923)"
534250410,"(42.04472415943532, -93.6306693908486)"
907200250,"(42.021890285714285, -93.68760908163266)"
907200170,"(42.02139934187503, -93.68666765624916)"
527182190,0
528290090,"(42.05939, -93.643553)"
528228440,"(42.06241774557579, -93.64173415044885)"
905476225,"(42.0248537545739, -93.66369532455674)"
907260040,"(42.01696536734694, -93.68695036734694)"
535426150,0
535376090,"(42.037093072943854, -93.61269650911262)"
526302040,"(42.05357834520508, -93.61827582597934)"
528188160,0
527451450,"(42.05165707810252, -93.62964062259316)"
535453150,"(42.03609989665396, -93.60671648211698)"
907412020,"(42.01387445454545, -93.68533739393939)"
907412020,"(42.01387445454545, -93.68533739393939)"
907252220,"(42.018855, -93.682787)"
535354260,"(42.036046138360994, -93.61840483706533)"
910206010,"(42.020109857142856, -93.62818671428572)"
903232030,"(42.03245227272727, -93.62260726262626)"
921201060,"(41.993447992458734, -93.64681158483924)"
535353040,"(42.03499897448807, -93.61863851557771)"
534427040,"(42.04200866666667, -93.62169166666666)"
527368020,"(42.049145333333335, -93.639331)"
905103110,"(42.03239792399196, -93.67362276162545)"
528477080,"(42.052356, -93.64225902147986)"
903230120,"(42.03141083558686, -93.62472565057041)"
906475050,"(42.02464895423611, -93.68203606488625)"
528429070,"(42.0555415047283, -93.64257687432331)"
905426010,"(42.02822981289852, -93.66349395424875)"
528150080,"(42.05981703400088, -93.6551864675853)"
534450090,"(42.036499771402205, -93.62970391791234)"
534403440,"(42.04131004433642, -93.62774527117209)"
905201080,"(42.03230660297078, -93.66484362593185)"
914476380,"(41.9958225, -93.602322)"
533223110,"(42.046218828212254, -93.64544334040303)"
534426040,"(42.04110597278998, -93.62338267151682)"
527358140,"(42.049460411604926, -93.63618913624374)"
528102030,"(42.06181159183674, -93.65861938775511)"
905107320,"(42.03127018084184, -93.6723511432398)"
528228290,"(42.062586860572075, -93.64170654972129)"
527427210,"(42.0554806326207, -93.6244069848543)"
909100110,"(42.022505897959185, -93.6556846734694)"
528228415,"(42.062657645458366, -93.6404592288353)"
909281130,"(42.017082540110366, -93.6409719833404)"
907202240,"(42.0210402, -93.68444199999999)"
903400040,"(42.02943135849678, -93.62580581729026)"
532351060,"(42.03608293877551, -93.67452128571429)"
532377100,"(42.03468518793098, -93.67212195721362)"
527325240,"(42.054201817523875, -93.63046370018368)"
528390210,"(42.050904800001526, -93.65094213329934)"
532354150,"(42.03462185714285, -93.67417240816327)"
903452025,0
528456240,"(42.051244347699615, -93.64736223447908)"
534225120,"(42.04820777421599, -93.62460230980588)"
906382060,"(42.02479737104799, -93.68888958084088)"
528166060,"(42.05940593144763, -93.65790408637753)"
533253180,"(42.04261138560274, -93.64761730261614)"
528315110,"(42.05422474660817, -93.65546154545625)"
535150280,"(42.042162530612245, -93.61893795918367)"
902305110,"(42.02816779591837, -93.61685391836734)"
907125040,"(42.02223673469388, -93.69211408163265)"
910203020,0
528363020,"(42.05071779591837, -93.65623720408163)"
923202025,"(41.99317417475513, -93.6083826859676)"
528429100,0
533236040,"(42.04713095757547, -93.64229065662519)"
535151110,"(42.044728274740415, -93.61893998198953)"
905377020,"(42.023736539499836, -93.67092348820782)"
903401020,"(42.028311429749316, -93.62558708257562)"
906230010,"(42.030704995815555, -93.67974620831589)"
534479140,"(42.03485555126173, -93.62053642728075)"
909253180,"(42.016757163265304, -93.64838344897959)"
531379030,"(42.036860243728135, -93.68918278391689)"
907227090,"(42.020933, -93.683124)"
909282110,"(42.01601802360942, -93.6402420555802)"
528166120,"(42.058667, -93.656246)"
914467050,"(41.99707492449542, -93.6046475171096)"
905427140,"(42.026465793737074, -93.66032570849042)"
527165010,"(42.05693255102041, -93.63776287755103)"
527359050,"(42.04958755865923, -93.63540150292951)"
535180030,"(42.04289140503031, -93.61287066175693)"
902427150,"(42.027112674708874, -93.60476359890073)"
905451300,"(42.0241288, -93.66786760000001)"
903233100,"(42.03154212121212, -93.62152304040404)"
902301030,"(42.02928091836735, -93.6171027755102)"
534275010,"(42.04322796774737, -93.62353145339101)"
908152070,"(42.01978, -93.67514)"
905104090,"(42.0314912306776, -93.6770425386448)"
535375040,"(42.037338285714284, -93.61408085714287)"
907202220,"(42.021082, -93.684519)"
907227050,"(42.0207578, -93.68312262857144)"
535382020,"(42.03524363636364, -93.61244363636364)"
905403060,0
531376090,"(42.037596789612756, -93.6902622220076)"
535427070,"(42.03966656627249, -93.60412723685246)"
923228270,"(41.99170768611459, -93.60181710725479)"
528228445,"(42.062422758977426, -93.64179030054719)"
907125020,"(42.02223624489796, -93.69205469387755)"
533206060,"(42.04745090547442, -93.64763462609487)"
528275060,"(42.05868119250007, -93.64258983323604)"
534403290,"(42.039192, -93.626753)"
526351100,"(42.05148839215905, -93.61952556769373)"
534201300,"(42.04573429879347, -93.62670637526621)"
527105060,"(42.06135245463318, -93.63905850210465)"
904302020,"(42.02789525, -93.6566373245119)"
527107210,"(42.0607983, -93.6364315)"
534425080,"(42.04073415384615, -93.62447853846153)"
528354110,"(42.052526837622345, -93.65673425317104)"
907290250,"(42.01627218093503, -93.68213896517913)"
528480150,"(42.05138919534893, -93.64367262325129)"
534427010,"(42.04199908695652, -93.62296382608696)"
905106140,"(42.02984275524341, -93.67670051724056)"
914452120,"(41.994200404761905, -93.60641379761904)"
907250050,"(42.01843341986025, -93.68788918120902)"
909425140,"(42.012967812373354, -93.64292029141716)"
535301080,"(42.04057529833007, -93.61727616494667)"
534125120,"(42.046475876124504, -93.63453451948165)"
528186090,"(42.05749057745997, -93.65221497316995)"
533236070,"(42.047122709224126, -93.6423433282402)"
903228060,"(42.033469265306124, -93.62156881632653)"
528351010,"(42.05198234419191, -93.65745014659079)"
916403200,"(41.99886893356923, -93.64521998339231)"
905401020,"(42.02843489140655, -93.66520309028522)"
535382100,"(42.03469328571428, -93.61386404081634)"
905476170,0
527364030,"(42.04901822222222, -93.639552)"
526355190,"(42.05032721169686, -93.61724350547)"
916226090,"(42.00532228134959, -93.63972683596013)"
533223020,"(42.046457110334835, -93.64544674443336)"
908275300,"(42.017729714285714, -93.66214257142856)"
527451170,"(42.05184661753557, -93.62739947523752)"
907425015,"(42.016108, -93.68297)"
923276100,"(41.98832197300109, -93.60264139470425)"
909276010,"(42.018934, -93.642325)"
528176070,"(42.057019, -93.655017)"
907412080,"(42.014165969696975, -93.6864335959596)"
923400110,"(41.98650174747475, -93.60646486868687)"
923229100,"(41.98962778422582, -93.60444350418034)"
903233180,"(42.03158218181819, -93.62236943434344)"
528231030,"(42.060075151592784, -93.64407953314362)"
909254070,"(42.016565, -93.644405)"
527455060,"(42.04998175832964, -93.62563247253073)"
534478140,"(42.03465587755102, -93.6216515510204)"
905108120,"(42.03026815492553, -93.67067982634337)"
905377130,"(42.02404937661948, -93.67240756707396)"
905201090,"(42.032304753713476, -93.6648772824148)"
905480210,"(42.022839469732666, -93.66007304628964)"
534278070,"(42.044865, -93.621618)"
527368010,"(42.04927244444444, -93.639331)"
528188090,0
535180130,"(42.04210783827835, -93.61296405358212)"
533210060,"(42.048473157977575, -93.64607655608327)"
527359010,"(42.049954675611154, -93.63448256911846)"
533130130,"(42.04576801482544, -93.65265019942633)"
531371050,"(42.03528752361049, -93.69198539448637)"
535354050,"(42.035913705822516, -93.61722920800686)"
902106010,"(42.032047615808786, -93.6189605281827)"
902106010,"(42.032047615808786, -93.6189605281827)"
533213020,"(42.0474208778708, -93.64758041232045)"
528456220,"(42.051134293871904, -93.64708701903446)"
907227290,"(42.020932, -93.683345)"
528186010,"(42.0570115625, -93.65441359375001)"
905104240,"(42.029681990232056, -93.678181195683)"
906426090,"(42.02829405776361, -93.68091120648329)"
902301120,"(42.02921671428571, -93.61826257142856)"
902101010,"(42.03438566183446, -93.61747530123144)"
527450030,"(42.05258744001936, -93.62956220974218)"
535175070,"(42.04420197427004, -93.61344680244356)"
528108070,"(42.06298145483986, -93.65305565872593)"
909281020,"(42.01748201059284, -93.63969278982539)"
533213140,"(42.04711367213032, -93.64581029094607)"
535302070,"(42.04054722222222, -93.61565977777778)"
905480030,"(42.02367542136731, -93.65978894256051)"
907200110,"(42.02211963676932, -93.68579351117005)"
907275030,"(42.0187764, -93.6826174)"
907203110,"(42.021250109225505, -93.68446798947812)"
527127100,"(42.06313658641084, -93.63407101380041)"
528431020,"(42.054991663902044, -93.64249250089715)"
535379060,"(42.035887510204084, -93.61245140816327)"
903205085,"(42.03215358773583, -93.62723363218142)"
531450120,"(42.03551023907999, -93.68786548235872)"
902205130,"(42.032410142857145, -93.60769442857142)"
904100140,"(42.0334826686892, -93.6563841302438)"
923229140,"(41.99006642551354, -93.6054401909198)"
903456060,"(42.02304189053859, -93.62845120786706)"
528431120,"(42.05559925858671, -93.64370481142096)"
905107220,"(42.03077885600234, -93.67436008391155)"
903458170,"(42.023159086936744, -93.62667988379599)"
534202030,"(42.04823265416526, -93.62666747171785)"
527127140,"(42.063138921202615, -93.63370723672807)"
535101150,"(42.048463226780186, -93.61985785089291)"
535402070,"(42.04076895640166, -93.60898913203766)"
535402070,"(42.04076895640166, -93.60898913203766)"
902403070,"(42.028273633417264, -93.60705409205347)"
528477070,"(42.05235718295244, -93.64235910059388)"
908127100,"(42.01999567346939, -93.6718996122449)"
902301080,"(42.028975145425676, -93.61729698079621)"
903475100,"(42.025877696570184, -93.62208002053276)"
903226150,"(42.0335893877551, -93.62453367346939)"
902207080,"(42.031558857142855, -93.60770175510204)"
535450210,"(42.035955529411765, -93.61057705882352)"
535450210,"(42.035955529411765, -93.61057705882352)"
535153070,"(42.0440822096279, -93.61662054515148)"
905105170,"(42.02977506451708, -93.67795673643691)"
904101170,0
907290080,"(42.016954408163265, -93.68126765306123)"
526354070,"(42.049363748381104, -93.6174714724021)"
903458060,"(42.0232052041655, -93.6253307862428)"
903458060,"(42.0232052041655, -93.6253307862428)"
532479050,"(42.034654869565216, -93.660487)"
527427090,"(42.05472050723045, -93.62498424342682)"
905109170,"(42.030105919433396, -93.67029979872375)"
905479110,"(42.02300440771931, -93.66289102447583)"
907187040,"(42.017902913096606, -93.68971714218334)"
909451040,0
905475160,"(42.026319836903276, -93.66137351169641)"
534250370,"(42.044063547972655, -93.63019974439564)"
905377010,"(42.0237356743748, -93.67096536025977)"
908208020,"(42.0190848, -93.6676053)"
531479020,"(42.03529173469388, -93.68036485714286)"
909428280,"(42.01101502112876, -93.63989112051938)"
535454070,"(42.034625252753315, -93.61006091665114)"
535304020,"(42.039428575757576, -93.61726248484848)"
527131110,"(42.061503539342155, -93.63353181710463)"
534403280,"(42.03851289795919, -93.62673348979591)"
527107040,"(42.06053909361631, -93.63693627207762)"
907270040,"(42.01741145364216, -93.68394718020177)"
903455140,0
907180040,"(42.01831652349715, -93.69073804830627)"
528106020,"(42.0620953790911, -93.65694808078996)"
528106020,"(42.0620953790911, -93.65694808078996)"
528106020,"(42.0620953790911, -93.65694808078996)"
528228285,"(42.06259266171987, -93.64176933861502)"
907262080,"(42.015937393939396, -93.68787247474746)"
923225260,"(41.99165272637433, -93.60344737275906)"
535383060,"(42.034635958878084, -93.61105051866134)"
527453050,"(42.050719979734446, -93.62479788876188)"
527107030,"(42.0602868718208, -93.63744843853412)"
903236130,"(42.03027480292898, -93.62055726521544)"
534450180,"(42.03529924783509, -93.62944124298578)"
528275080,"(42.05861109625003, -93.64273991661801)"
909428340,"(42.0110129, -93.6417633)"
528441080,"(42.05309084193615, -93.64174737256448)"
527105130,"(42.06081248688973, -93.64015721921797)"
907175060,"(42.01820137496702, -93.69157660431875)"
908228010,"(42.021432530612245, -93.66047273469387)"
905480180,"(42.022668, -93.65881462068965)"
534201240,"(42.04573750207937, -93.62622991999754)"
528441020,"(42.05325495106722, -93.64175669885306)"
527164090,"(42.05821273108703, -93.63676940744347)"
909277070,"(42.018704638756454, -93.63952640343915)"
534400060,"(42.040586049977875, -93.6296709216563)"
907290210,"(42.01628240097984, -93.68133209264181)"
906204150,"(42.031700108434315, -93.68318803377797)"
531451150,"(42.03468709238534, -93.68645026777664)"
528181080,"(42.05845519948862, -93.6508884887241)"
535106140,"(42.0458176, -93.6170078)"
533241010,"(42.04653046342225, -93.6432893783217)"
534276180,"(42.042544072003146, -93.62139147931464)"
527163010,"(42.0585471102701, -93.63697835811374)"
907194020,"(42.01656892409964, -93.6892297339987)"
907187010,"(42.01794394011642, -93.68959606889406)"
908151050,"(42.018735875000004, -93.67535741666667)"
528102140,"(42.0630493, -93.6559183)"
534125080,"(42.04778145671749, -93.63553267246368)"
528321010,"(42.05397580005523, -93.65714067144042)"
914475090,"(41.99704856950386, -93.60133717353398)"
534451120,"(42.03546389234047, -93.62926987680247)"
902202090,"(42.03336293877551, -93.60773793877551)"
909131125,"(42.020287720123164, -93.64859801749694)"
909427230,"(42.014601014968555, -93.64274629332604)"
909475040,"(42.01126338546205, -93.6435998698284)"
533242030,"(42.04651611486324, -93.6419989099222)"
528120170,"(42.06059908475474, -93.65426990047375)"
902100010,"(42.0343937215734, -93.61910824030903)"
535179060,"(42.04398683020316, -93.61312859600518)"
534276070,"(42.044024660641355, -93.62312652643324)"
905452140,"(42.02577055699128, -93.6660712308181)"
528387030,"(42.05092, -93.651435)"
534277090,"(42.044865, -93.621618)"
