PID,SalePrice,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Pool,PorchArea,TotalBath
528106020,555000,20,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,10,5,2008,2008,Hip,CompShg,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,GasA,Ex,Y,SBrkr,2402,0,0,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,672.0,TA,TA,Y,0,None,None,None,0,4,2009,WD ,Normal,No,242,3.0
528106070,325000,20,108.0,13173,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,9,5,2006,2007,Hip,CompShg,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572.0,Unf,0.0,80.0,GasA,Ex,Y,SBrkr,1652,0,0,2,1,Ex,6,Typ,2,Ex,Attchd,Fin,2.0,840.0,TA,TA,Y,404,None,None,None,0,11,2009,WD ,Normal,No,102,3.0
528106110,450000,20,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,10,5,2005,2006,Hip,CompShg,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,564.0,GasA,Ex,Y,SBrkr,2046,0,0,2,1,Ex,7,Typ,2,Gd,Attchd,Fin,3.0,878.0,TA,TA,Y,188,None,None,None,0,8,2007,WD ,Normal,No,240,3.5
528106120,252000,20,110.0,16163,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,8,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1618.0,GasA,Ex,Y,SBrkr,1618,0,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,3.0,880.0,TA,TA,Y,0,None,None,None,0,7,2006,WD ,Normal,No,0,2.0
528108010,256300,20,110.0,14230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,8,5,2007,2007,Gable,CompShg,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1566.0,GasA,Ex,Y,SBrkr,1600,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,890.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,56,2.0
528108020,253293,20,98.0,12704,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2008,2009,Hip,CompShg,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2042.0,GasA,Ex,Y,SBrkr,2042,0,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,1390.0,TA,TA,Y,0,None,None,None,0,8,2009,New,Partial,No,90,2.5
528108040,398800,60,95.0,12350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2009,2009,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,986.0,Unf,0.0,379.0,GasA,Ex,Y,SBrkr,1365,1325,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,0,None,None,None,0,7,2009,New,Partial,No,197,3.5
528108070,335000,60,96.0,11308,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2008,2008,Gable,CompShg,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,168.0,GasA,Ex,Y,SBrkr,1130,1054,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,836.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,102,3.5
528108120,376162,60,102.0,12858,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2009,2010,Gable,CompShg,VinylSd,Stone,162.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1590.0,GasA,Ex,Y,SBrkr,1627,707,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,751.0,TA,TA,Y,144,None,None,None,0,1,2010,New,Partial,No,133,2.5
528108130,404000,20,95.0,12350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2008,2008,Hip,CompShg,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,0.0,788.0,GasA,Ex,Y,SBrkr,2020,0,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,896.0,TA,TA,Y,192,None,None,None,0,5,2009,WD ,Normal,No,98,3.0
528110010,451950,60,97.0,13478,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,10,5,2008,2008,Gable,CompShg,CemntBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338.0,Unf,0.0,384.0,GasA,Ex,Y,SBrkr,1728,568,0,3,1,Ex,10,Typ,1,Gd,BuiltIn,RFn,3.0,842.0,TA,TA,Y,382,None,None,None,0,6,2009,ConLI,Normal,No,274,3.5
528110020,610000,20,105.0,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,10,5,2007,2007,Hip,CompShg,VinylSd,Stone,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288.0,Unf,0.0,342.0,GasA,Ex,Y,SBrkr,2674,0,0,2,1,Ex,8,Typ,2,Gd,Attchd,Fin,3.0,762.0,TA,TA,Y,360,None,None,None,0,3,2009,WD ,Normal,No,50,4.5
528110040,479069,20,107.0,13891,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2007,2007,Hip,CompShg,VinylSd,Stone,456.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1812.0,Unf,0.0,740.0,GasA,Ex,Y,SBrkr,2552,0,0,3,1,Ex,8,Typ,2,Ex,Attchd,Fin,3.0,932.0,TA,TA,Y,130,None,None,None,0,10,2007,New,Partial,No,28,3.0
528110070,395000,20,110.0,14226,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,8,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,895.0,TA,TA,Y,315,None,None,None,0,7,2007,New,Partial,No,45,2.0
528110100,380000,60,105.0,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,0,3,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,694.0,TA,TA,Y,414,None,None,None,0,3,2007,WD ,Normal,No,84,2.5
528110110,417500,20,105.0,13693,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2007,2007,Hip,CompShg,VinylSd,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1728.0,BLQ,495.0,195.0,GasA,Ex,Y,SBrkr,2464,0,0,4,1,Ex,9,Typ,1,Ex,Attchd,Fin,3.0,650.0,TA,TA,Y,358,None,None,None,0,8,2008,WD ,Normal,No,78,3.5
528112020,306000,20,98.0,11478,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2007,2008,Gable,CompShg,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218.0,Unf,0.0,486.0,GasA,Ex,Y,SBrkr,1704,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,772.0,TA,TA,Y,0,None,None,None,0,5,2010,WD ,Normal,No,50,3.0
528112040,360000,20,95.0,11578,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2008,2008,Gable,CompShg,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,834.0,TA,TA,Y,319,None,None,None,0,7,2009,WD ,Normal,No,90,2.0
528112150,250000,20,98.0,11428,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1626.0,GasA,Ex,Y,SBrkr,1634,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,866.0,TA,TA,Y,0,None,None,None,0,5,2007,WD ,Normal,No,44,2.0
528114010,415000,20,120.0,14780,Pave,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,9,5,2005,2005,Hip,CompShg,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,0.0,363.0,GasA,Ex,Y,SBrkr,1868,0,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,1085.0,TA,TA,Y,354,None,None,None,0,6,2006,WD ,Normal,No,212,3.0
528114040,383000,20,104.0,14418,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2007,2007,Hip,CompShg,VinylSd,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1375.0,Unf,0.0,575.0,GasA,Ex,Y,SBrkr,1950,0,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,706.0,TA,TA,Y,156,None,None,None,0,5,2008,WD ,Normal,No,207,3.0
528114050,440000,20,110.0,14977,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2006,2007,Gable,CompShg,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350.0,Unf,0.0,626.0,GasA,Ex,Y,SBrkr,1976,0,0,2,1,Gd,7,Typ,1,Ex,Attchd,RFn,3.0,908.0,TA,TA,Y,250,None,None,None,0,7,2007,New,Partial,No,63,3.0
528116010,296000,20,129.0,16870,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,8,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,251.0,GasA,Ex,Y,SBrkr,1782,0,0,3,1,Gd,7,Typ,2,Gd,Attchd,Fin,3.0,932.0,TA,TA,Y,99,None,None,None,0,4,2009,WD ,Normal,No,82,3.0
528116030,326000,20,98.0,16033,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,9,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261.0,Unf,0.0,572.0,GasA,Ex,Y,SBrkr,1850,0,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3.0,772.0,TA,TA,Y,519,None,None,None,0,3,2006,WD ,Normal,No,112,3.0
528118010,325300,60,101.0,14215,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,8,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1158.0,GasA,Ex,Y,SBrkr,1158,1218,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3.0,853.0,TA,TA,Y,240,None,None,None,0,11,2006,New,Partial,No,154,3.5
528118020,309000,60,108.0,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2005,Gable,CompShg,VinylSd,Stone,132.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117.0,GasA,Ex,Y,SBrkr,1132,1320,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,691.0,TA,TA,Y,113,None,None,None,0,9,2006,WD ,Normal,No,32,3.5
528118030,390000,60,108.0,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1420.0,Unf,0.0,430.0,GasA,Ex,Y,SBrkr,1850,898,0,4,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,850.0,TA,TA,Y,212,None,None,None,0,10,2008,WD ,Abnorml,No,182,3.5
528118040,418000,60,118.0,13654,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,9,5,2005,2006,Gable,CompShg,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,0,4,1,Ex,9,Typ,1,Ex,BuiltIn,Fin,3.0,814.0,TA,TA,Y,282,None,None,None,0,5,2007,WD ,Normal,No,55,2.5
528118050,500067,20,59.0,17169,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,10,5,2007,2007,Hip,CompShg,CemntBd,BrkFace,970.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1684.0,Unf,0.0,636.0,GasA,Ex,Y,SBrkr,2290,0,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,1174.0,TA,TA,Y,192,None,None,None,0,8,2007,New,Partial,No,30,4.5
528118090,460000,60,96.0,12539,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,10,5,2005,2006,Hip,CompShg,CemntBd,BrkFace,468.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1082.0,Unf,0.0,538.0,GasA,Ex,Y,SBrkr,1632,1158,0,4,1,Ex,10,Typ,1,Ex,BuiltIn,Fin,4.0,1150.0,TA,TA,Y,30,None,None,None,0,6,2008,WD ,Normal,No,392,3.5
528120010,260116,60,134.0,16659,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,8,5,2007,2008,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1582.0,GasA,Ex,Y,SBrkr,1582,570,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,728.0,TA,TA,Y,0,None,None,None,0,6,2007,New,Partial,No,368,2.5
528120020,255500,20,87.0,11146,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1709.0,GasA,Ex,Y,SBrkr,1717,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,908.0,TA,TA,Y,169,None,None,None,0,7,2009,WD ,Normal,No,39,2.0
528120030,335000,20,87.0,10367,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2008,2008,Hip,CompShg,VinylSd,Stone,284.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,724.0,GasA,Ex,Y,SBrkr,1743,0,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,927.0,TA,TA,Y,168,None,None,None,0,6,2009,ConLI,Normal,No,45,3.0
528120110,275500,60,80.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030.0,GasA,Gd,Y,SBrkr,1038,1060,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,878.0,TA,TA,Y,192,None,None,None,0,3,2006,WD ,Normal,No,52,2.5
528120120,275000,20,90.0,11520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,9,5,2005,2005,Hip,CompShg,VinylSd,BrkFace,615.0,Gd,TA,PConc,Ex,TA,No,GLQ,110.0,Unf,0.0,1588.0,GasA,Ex,Y,SBrkr,1698,0,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,730.0,TA,TA,Y,192,None,None,None,0,6,2010,WD ,Normal,No,74,2.0
528120130,379000,60,102.0,12151,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2005,2005,Gable,CompShg,CemntBd,BrkFace,368.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1249.0,Unf,0.0,165.0,GasA,Ex,Y,SBrkr,1414,917,0,3,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,1003.0,TA,TA,Y,192,None,None,None,0,8,2008,WD ,Normal,No,63,3.5
528120150,317000,60,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,GasA,Ex,Y,SBrkr,1143,1330,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3.0,852.0,TA,TA,Y,192,None,None,None,0,10,2007,WD ,Normal,No,151,2.5
528120160,274900,20,76.0,9591,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2005,Hip,CompShg,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088.0,Unf,0.0,625.0,GasA,Ex,Y,SBrkr,1713,0,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,856.0,TA,TA,Y,0,None,None,None,0,1,2009,WD ,Normal,No,196,3.0
528120170,300000,20,77.0,10872,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2006,2006,Gable,CompShg,VinylSd,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037.0,Unf,0.0,467.0,GasA,Ex,Y,SBrkr,1531,0,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3.0,700.0,TA,TA,Y,184,None,None,None,0,2,2009,WD ,Normal,No,52,3.0
528138010,324000,20,102.0,13514,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,9,5,2008,2008,Hip,CompShg,VinylSd,None,285.0,Ex,TA,PConc,Ex,TA,No,GLQ,1142.0,Unf,0.0,632.0,GasA,Ex,Y,SBrkr,1808,0,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,850.0,TA,TA,Y,200,None,None,None,0,3,2009,WD ,Normal,No,26,3.0
528138020,259000,20,79.0,14122,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2005,2006,Hip,CompShg,CemntBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1794.0,GasA,Ex,Y,SBrkr,1822,0,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,678.0,TA,TA,Y,0,None,None,None,0,2,2010,WD ,Normal,No,119,2.0
528138060,214000,20,70.0,10171,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,7,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0.0,1515.0,GasA,Ex,Y,SBrkr,1535,0,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,532.0,TA,TA,Y,0,None,None,None,0,3,2010,WD ,Normal,No,0,2.0
528142020,250000,60,74.0,8899,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2007,2007,Hip,CompShg,VinylSd,Stone,108.0,Ex,TA,PConc,Gd,TA,Av,GLQ,40.0,Unf,0.0,908.0,GasA,Ex,Y,SBrkr,948,1140,0,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,656.0,TA,TA,Y,100,None,None,None,0,6,2008,WD ,Normal,No,24,2.5
528142040,350000,60,74.0,8834,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2004,2005,Hip,CompShg,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170.0,Unf,0.0,292.0,GasA,Ex,Y,SBrkr,1462,762,0,4,1,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,738.0,TA,TA,Y,184,None,None,None,0,6,2009,WD ,Normal,No,0,3.5
528142070,329900,60,82.0,11643,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2005,2006,Hip,CompShg,MetalSd,BrkFace,142.0,Gd,TA,PConc,Ex,TA,Av,GLQ,880.0,Unf,0.0,644.0,GasA,Ex,Y,SBrkr,1544,814,0,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,784.0,TA,TA,Y,120,None,None,None,0,8,2006,New,Partial,No,34,3.5
528142090,280000,20,107.0,11362,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2005,Gable,CompShg,MetalSd,Stone,42.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039.0,Unf,0.0,797.0,GasA,Ex,Y,SBrkr,1836,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,862.0,TA,TA,Y,125,None,None,None,0,3,2009,WD ,Normal,No,185,3.0
528142110,360000,20,90.0,12378,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2003,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,622.0,GasA,Ex,Y,SBrkr,1944,0,0,3,1,Ex,8,Typ,3,Ex,Attchd,Fin,3.0,708.0,TA,TA,Y,208,None,None,None,0,11,2006,WD ,Normal,No,175,3.0
528142130,284000,20,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2003,2004,Gable,CompShg,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124.0,None,479.0,1603.0,GasA,Ex,Y,SBrkr,1629,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,880.0,TA,TA,Y,0,None,None,None,0,10,2009,WD ,Normal,No,0,3.0
528142140,316000,60,85.0,10574,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2004,Gable,CompShg,VinylSd,Stone,126.0,Gd,TA,PConc,Ex,TA,No,GLQ,856.0,Unf,0.0,292.0,GasA,Ex,Y,SBrkr,1170,1162,0,4,1,Ex,9,Typ,1,Gd,BuiltIn,Fin,3.0,756.0,TA,TA,Y,224,None,None,None,0,7,2008,WD ,Normal,No,142,3.5
528142150,269500,20,90.0,12878,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,7,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,418.0,Gd,TA,PConc,Gd,TA,No,ALQ,1262.0,Unf,0.0,498.0,GasA,Ex,Y,SBrkr,1760,0,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,583.0,TA,TA,Y,165,None,None,None,0,6,2009,WD ,Normal,No,190,3.0
528150040,372000,20,94.0,13615,Pave,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,9,5,2006,2006,Hip,CompShg,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,843.0,TA,TA,Y,158,None,None,None,0,6,2007,WD ,Normal,No,105,2.5
528150070,611657,20,100.0,12919,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2009,2010,Hip,CompShg,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188.0,Unf,0.0,142.0,GasA,Ex,Y,SBrkr,2364,0,0,2,1,Ex,11,Typ,2,Gd,Attchd,Fin,3.0,820.0,TA,TA,Y,0,None,None,None,0,3,2010,New,Partial,No,67,3.5
528150080,372397,20,121.0,13758,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,0.0,560.0,GasA,Ex,Y,SBrkr,1792,0,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,925.0,TA,TA,Y,204,None,None,None,0,3,2006,New,Partial,No,49,3.0
528150090,378000,20,131.0,14828,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,9,5,2004,2005,Hip,CompShg,MetalSd,BrkFace,674.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1383.0,Unf,0.0,397.0,GasA,Ex,Y,SBrkr,1780,0,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,816.0,TA,TA,Y,144,None,None,None,0,8,2006,WD ,Normal,No,68,3.0
528150110,342000,60,99.0,13069,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,5,1,Ex,11,Typ,1,Ex,BuiltIn,RFn,3.0,916.0,TA,TA,Y,194,None,None,None,0,8,2007,WD ,Normal,No,50,2.5
528150120,354000,60,99.0,12099,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,8,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0.0,166.0,GasA,Ex,Y,SBrkr,1136,1332,0,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,872.0,TA,TA,Y,184,None,None,None,0,6,2007,WD ,Normal,No,154,3.5
528164040,374000,20,72.0,11846,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,9,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,225.0,GasA,Ex,Y,SBrkr,1792,0,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3.0,874.0,TA,TA,Y,206,None,None,None,0,8,2006,WD ,Normal,No,49,3.0
528164060,615000,20,106.0,12720,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,10,5,2003,2003,Hip,CompShg,MetalSd,Stone,680.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2257.0,Unf,0.0,278.0,GasA,Ex,Y,SBrkr,2470,0,0,1,1,Ex,7,Typ,2,Gd,Attchd,Fin,3.0,789.0,TA,TA,Y,154,Ex,None,None,0,2,2008,WD ,Normal,Yes,281,3.5
