PID,AllBathAbv,AllBathBsmt,BsmtCond,BsmtUnfSF,CentralAir,ExterQual,FireplaceQu,Foundation,GarageCars,GarageQual,GoodLivArea,HasPool,HeatingQC,KitchenQual,MSSubClass,Neighborhood,PavedDrive,PorchArea,SalePrice,YearBuilt
528462040,2.0,0.0,2,1428.0,1,3,0,6,2.0,2,1428.0,0,4,3,5,24,1,120,182000,2007
528477020,2.0,0.0,2,1632.0,1,3,0,6,3.0,2,1680.0,0,4,3,5,24,1,146,249700,2006
528477040,2.5,0.0,2,466.0,1,3,0,6,2.0,2,2168.0,0,3,3,6,24,1,108,226700,2005
528477050,2.5,1.0,2,252.0,1,4,4,6,3.0,2,2772.0,0,4,4,6,24,1,220,310000,2008
528477070,2.5,1.0,3,218.0,1,3,3,6,3.0,2,2477.0,0,4,3,6,24,1,213,270000,2006
528477080,2.5,0.0,2,769.0,1,3,3,6,2.0,2,2169.0,0,4,3,6,24,1,136,254900,2004
528478030,2.5,0.0,2,1053.0,1,3,3,6,2.0,2,1992.0,0,4,3,6,24,1,185,250000,2003
528478040,2.5,0.0,2,1026.0,1,3,3,6,3.0,2,1958.0,0,4,3,6,24,1,364,250000,2005
528480020,3.0,0.0,2,874.0,1,3,0,6,2.0,2,1761.0,0,4,3,6,24,1,249,227875,2007
528480040,2.5,0.0,2,1082.0,1,3,3,6,3.0,2,1953.0,0,4,3,6,24,1,210,252000,2005
528480060,2.5,1.0,2,245.0,1,3,3,6,3.0,2,2867.0,0,4,4,6,24,1,102,339750,2007
528480070,2.5,0.0,2,1095.0,1,3,3,6,3.0,2,1939.0,0,3,3,6,24,1,243,266000,2006
528480090,2.0,1.0,2,54.0,1,3,3,6,2.0,2,2882.0,0,4,3,5,24,1,318,271500,2005
528480110,2.5,0.0,2,858.0,1,3,0,6,2.0,2,1716.0,0,4,3,6,24,1,53,200825,2005
528480130,2.0,1.0,2,280.0,1,3,0,6,2.0,2,2362.0,0,4,3,6,24,1,168,241000,2006
528480150,2.5,0.0,3,770.0,1,3,0,6,2.0,2,1576.0,0,4,3,6,24,1,50,197000,2006
528480160,2.5,0.0,2,813.0,1,3,0,6,2.0,2,1665.0,0,4,3,6,24,1,0,205950,2007
528480180,2.0,0.0,2,1574.0,1,4,3,6,2.0,2,1584.0,0,4,4,5,24,1,256,261329,2007
528482010,2.0,0.0,2,1685.0,1,3,3,6,3.0,2,1685.0,0,4,3,5,24,1,175,253000,2006
528482020,2.0,0.0,2,1660.0,1,3,3,6,3.0,2,1660.0,0,4,3,5,24,1,253,256000,2007
528482030,2.5,0.0,2,1158.0,1,3,3,6,3.0,2,2443.0,0,4,3,6,24,1,320,265000,2004
528482040,2.0,1.0,2,222.0,1,3,3,6,3.0,2,3092.0,0,4,4,5,24,1,288,291000,2006
528482090,3.0,0.0,2,1580.0,1,3,3,6,2.0,2,2466.0,0,4,3,6,24,1,373,340000,2004
528482130,2.5,0.0,2,912.0,1,3,3,6,2.0,2,2094.0,0,4,3,6,24,1,364,263000,2003
528488100,2.0,1.0,2,811.0,1,3,0,6,2.0,2,1631.0,0,4,3,5,24,1,113,185000,2004
528488120,2.0,0.0,2,1257.0,1,3,2,6,2.0,2,1266.0,0,4,3,5,24,1,182,176000,2005
528488130,2.0,1.0,3,1293.0,1,3,3,6,2.0,2,1301.0,0,4,3,5,24,1,337,187750,2006
528488140,2.0,1.0,2,316.0,1,3,0,6,2.0,2,2120.0,0,4,3,5,24,1,336,230348,2007
528490040,2.0,1.0,2,422.0,1,3,0,6,2.0,2,2684.0,0,4,3,5,24,1,280,234500,2003
528490070,2.5,1.0,2,402.0,1,3,0,6,2.0,2,2063.0,0,4,3,6,24,1,45,209000,2003
528490080,2.5,0.0,2,361.0,1,3,0,6,2.0,2,2231.0,0,4,3,6,24,1,272,207500,2003
531363010,1.5,0.0,2,1218.0,1,3,0,6,2.0,2,1218.0,0,4,3,5,23,1,178,159000,2007
531363030,1.5,1.0,3,1087.0,1,3,0,6,2.0,2,1195.0,0,4,3,5,23,1,182,152000,2006
531363040,1.5,0.0,3,1143.0,1,3,0,6,0.0,0,1143.0,0,4,3,5,23,1,55,147000,2006
531363050,1.5,0.0,2,1158.0,1,2,0,6,0.0,0,1158.0,0,4,3,5,23,1,50,143500,2004
531363060,1.0,1.0,2,400.0,1,2,0,6,0.0,0,1760.0,0,4,3,5,23,1,0,141000,2004
531363080,1.5,0.0,2,1118.0,1,2,0,6,0.0,0,1166.0,0,4,3,5,23,1,54,139500,2005
531367050,2.5,1.0,2,300.0,1,3,0,6,2.0,2,2740.0,0,4,3,6,23,1,45,233000,2004
531369010,2.5,0.0,2,835.0,1,3,0,6,2.0,2,1812.0,0,4,3,6,23,1,237,193000,2004
531369020,2.0,0.0,2,222.0,1,3,0,6,3.0,2,2802.0,0,4,3,5,23,1,246,203000,2004
531369060,2.5,0.0,2,831.0,1,3,0,6,2.0,2,1659.0,0,4,3,6,23,1,212,181000,2004
531371050,2.0,1.0,2,343.0,1,3,0,6,2.0,2,2033.0,0,4,3,5,23,1,41,184900,2003
531371070,2.5,1.0,2,200.0,1,3,0,6,2.0,2,2331.0,0,4,3,6,23,1,209,188000,2003
531373060,2.5,0.0,2,835.0,1,3,0,6,2.0,2,1663.0,0,4,3,6,23,1,236,192500,2003
531375040,1.5,0.0,2,1114.0,1,3,0,6,2.0,2,1114.0,0,4,3,5,23,1,350,159000,2004
531375050,1.0,1.0,3,1095.0,1,2,0,6,0.0,0,1255.0,0,4,3,5,23,1,90,146000,2005
531375070,1.5,0.0,2,1141.0,1,3,0,6,2.0,2,1141.0,0,4,2,5,23,1,0,142500,2005
531375090,1.5,0.0,2,1114.0,1,2,0,6,0.0,0,1114.0,0,4,3,5,23,1,39,142000,2004
531375100,1.5,1.0,2,217.0,1,2,0,6,2.0,2,2099.0,0,4,3,5,23,1,50,158000,2004
531375110,1.5,1.0,2,468.0,1,2,0,6,2.0,2,1760.0,0,4,3,5,23,1,102,159000,2004
531375120,1.0,1.0,2,300.0,1,2,0,6,2.0,2,1928.0,0,4,3,5,23,1,78,155000,2003
531375130,2.0,1.0,2,278.0,1,2,0,6,2.0,2,1950.0,0,4,3,5,23,1,42,153000,2003
531375140,1.0,1.0,2,365.0,1,3,0,6,2.0,2,1823.0,0,4,3,5,23,1,0,149000,2003
531376010,2.5,0.0,2,798.0,1,3,0,6,2.0,2,1640.0,0,4,3,6,23,1,183,173000,2004
531376030,2.5,0.0,2,891.0,1,3,0,6,2.0,2,1686.0,0,4,3,6,23,1,245,184000,2005
531376050,2.5,0.0,2,784.0,1,3,0,6,2.0,2,1585.0,0,4,3,6,23,1,177,184900,2005
531376060,2.0,0.0,2,1461.0,1,3,0,6,2.0,2,1486.0,0,4,3,5,23,1,32,181000,2006
531376070,2.0,0.0,2,1162.0,1,3,0,6,2.0,2,1162.0,0,4,3,5,23,1,32,170000,2007
531376090,2.0,0.0,2,1450.0,1,3,0,6,3.0,2,1450.0,0,4,3,5,23,1,93,224243,2008
531379030,2.5,0.0,2,941.0,1,2,0,6,2.0,2,1837.0,0,4,2,6,23,1,315,187000,1997
531379050,2.5,1.0,2,276.0,1,3,2,6,2.0,2,2759.0,0,4,3,6,23,1,74,220000,1996
531380080,2.5,1.0,2,253.0,1,3,1,6,2.0,2,2805.0,0,4,3,6,23,1,130,205000,1994
531380110,2.5,0.5,3,114.0,1,3,0,6,2.0,2,2535.0,0,4,3,6,23,1,387,201000,1994
531382070,2.0,1.0,3,868.0,1,3,3,6,2.0,2,2820.0,0,4,3,5,23,1,209,257000,2005
531382090,2.5,0.0,2,392.0,1,3,0,6,2.0,2,1971.0,0,4,3,6,23,1,70,182000,1995
531382110,2.5,0.5,2,284.0,1,3,0,6,2.0,2,2282.0,0,4,3,6,23,1,240,163000,1993
531382120,2.0,1.0,2,270.0,1,2,1,6,2.0,2,2817.0,0,4,3,5,23,1,266,193500,1994
531384030,2.5,0.0,2,295.0,1,3,0,6,2.0,2,2194.0,0,4,3,6,23,1,218,189000,1994
531384070,2.5,0.0,2,384.0,1,3,0,6,2.0,2,2300.0,0,4,3,6,23,1,229,191750,1993
531385020,2.0,0.0,2,1434.0,1,3,2,6,2.0,2,1454.0,0,4,3,5,23,1,329,189000,2001
531385060,2.5,1.0,2,355.0,1,3,0,6,2.0,2,2149.0,0,4,3,6,23,1,68,190500,2001
531385070,2.0,0.0,2,1349.0,1,2,0,6,2.0,2,1349.0,0,4,2,5,23,1,175,179000,2000
531385130,2.0,1.0,2,39.0,1,3,1,6,2.0,2,2937.0,0,4,3,5,23,1,427,215000,1998
531450030,2.5,0.5,2,439.0,1,3,0,6,2.0,2,2134.0,0,3,3,6,23,1,277,175000,1992
531450040,2.5,0.0,2,374.0,1,3,0,6,2.0,2,1990.0,0,4,3,6,23,1,124,175900,1992
531450090,2.0,1.0,2,78.0,1,2,0,5,2.0,2,2494.0,0,3,3,5,23,1,163,179200,1991
531450120,2.5,0.0,3,400.0,1,3,0,6,2.0,2,2146.0,0,4,3,6,23,1,259,171500,1992
531450170,2.5,0.0,2,406.0,1,3,0,6,2.0,2,2136.0,0,4,3,6,23,1,214,187000,1993
531451020,2.0,1.0,2,598.0,1,3,1,6,2.0,2,2623.0,0,4,3,4,23,1,69,193000,1993
531451030,2.0,1.0,2,1145.0,1,3,0,6,2.0,2,2005.0,0,3,3,4,23,1,52,179200,1992
531451110,2.0,0.0,2,261.0,1,2,2,5,1.0,2,1585.0,0,2,2,4,23,1,80,143000,1980
531451150,1.5,0.0,2,630.0,1,2,2,5,1.0,2,1266.0,0,4,2,2,23,1,340,128000,1980
531451280,2.5,0.0,2,1055.0,1,3,2,6,2.0,2,1845.0,0,4,3,6,23,1,739,189000,1992
531452010,1.5,0.0,2,626.0,1,2,2,5,1.0,2,1217.0,0,2,2,2,23,1,28,120000,1980
531452020,2.0,0.0,2,918.0,1,2,2,5,1.0,2,918.0,0,2,2,4,23,1,28,99500,1979
531452050,1.0,1.0,2,0.0,1,2,0,5,1.0,2,1496.0,0,2,2,4,23,1,443,125000,1984
531452070,2.0,0.0,2,1332.0,1,3,0,6,2.0,2,1332.0,0,3,3,4,23,1,60,145000,1990
531452080,2.0,1.0,2,494.0,1,3,0,6,2.0,2,2302.0,0,3,3,4,23,1,46,172000,1990
531452100,2.0,0.0,2,939.0,1,3,0,6,2.0,2,1495.0,0,3,3,4,23,1,64,151000,1991
531452140,2.0,0.0,2,899.0,1,3,0,6,2.0,2,1499.0,0,4,3,4,23,1,63,153900,1993
531452180,2.5,0.0,2,594.0,1,3,0,6,2.0,2,2146.0,0,4,3,6,23,1,678,194500,1993
531452210,2.5,0.0,2,362.0,1,2,0,6,2.0,2,1594.0,0,4,3,6,23,1,40,150000,1994
531452260,2.5,1.0,2,122.0,1,3,0,6,2.0,2,2172.0,0,4,3,6,23,1,172,184000,1994
531453010,2.0,0.0,2,702.0,1,2,0,6,2.0,2,1435.0,0,2,2,5,23,1,0,152000,1984
531453040,2.5,0.0,2,650.0,1,2,2,5,2.0,2,1564.0,0,2,2,6,23,1,254,171000,1980
531453100,2.5,0.0,2,345.0,1,2,0,5,2.0,2,1731.0,0,2,2,6,23,1,48,162000,1986
531453140,1.0,1.0,2,0.0,1,2,0,5,2.0,2,1724.0,0,3,3,3,23,1,240,144000,1983
531475220,2.0,0.0,0,0.0,1,2,2,3,2.0,2,1882.0,0,2,2,1,23,1,0,160000,1981
531477020,1.0,0.0,1,721.0,1,1,0,5,1.0,2,841.0,0,3,2,5,23,0,274,82000,1950
531477040,2.0,0.0,0,0.0,1,2,2,3,2.0,2,2020.0,0,2,2,1,23,1,0,144000,1977
531477050,1.0,0.0,2,816.0,0,2,0,4,1.0,2,1012.0,0,2,2,5,23,1,201,67500,1920
531478010,1.0,1.0,2,0.0,1,2,0,5,1.0,2,2112.0,0,2,2,5,23,1,42,107000,1966
531479020,1.0,0.0,1,784.0,0,2,0,4,2.0,1,784.0,0,2,2,5,23,0,91,76000,1928
532351050,1.0,1.0,3,132.0,1,2,2,6,1.0,2,1836.0,0,2,2,5,22,1,201,128000,1963
532351060,1.0,1.0,2,952.0,1,2,0,5,2.0,2,1024.0,0,4,2,5,22,1,0,129500,1962
532351090,2.0,1.0,2,396.0,1,2,0,5,2.0,2,3060.0,0,2,2,1,22,1,0,125000,1963
532351140,2.0,0.0,0,0.0,1,2,0,3,2.0,2,1902.0,0,2,2,1,22,1,0,112000,1978
532351150,2.0,0.0,0,0.0,1,2,0,5,2.0,2,1654.0,0,2,2,1,22,1,0,119500,1977
532353020,1.0,1.0,2,28.0,1,2,0,5,2.0,2,1932.0,0,3,2,5,22,1,28,110000,1962
532353030,1.0,0.0,2,252.0,1,2,2,5,2.0,2,1823.0,0,3,2,5,22,1,161,144000,1962
532353050,1.0,1.0,2,175.0,1,2,0,5,1.0,2,1649.0,0,2,2,5,22,1,316,144000,1962
532353120,1.0,1.0,2,405.0,1,2,0,5,1.0,2,1383.0,0,2,2,5,22,1,192,120750,1977
532353130,1.0,0.0,2,420.0,1,2,0,5,2.0,2,1540.0,0,2,2,5,22,1,192,135000,1977
532353180,1.0,1.0,3,0.0,1,2,2,5,2.0,2,1718.0,0,2,2,3,22,1,304,151000,1977
532354010,1.0,1.0,2,340.0,1,2,0,5,2.0,2,1600.0,0,2,2,5,22,1,216,132500,1963
532354060,1.0,0.0,2,640.0,1,2,0,5,2.0,2,1474.0,0,2,2,5,22,1,0,132000,1962
532354070,1.0,1.0,2,411.0,1,2,0,5,1.0,2,1587.0,0,3,3,5,22,1,132,132500,1962
532354090,1.0,1.0,2,210.0,1,2,0,5,2.0,2,2054.0,0,2,3,3,22,1,192,148000,1961
532354150,1.0,1.0,2,100.0,1,2,2,5,1.0,2,1628.0,0,4,3,5,22,1,132,135000,1961
532354160,1.0,1.0,2,204.0,1,2,0,5,2.0,2,1524.0,0,4,2,5,22,1,312,141000,1961
532354230,1.0,0.0,2,0.0,1,2,0,5,1.0,2,1728.0,0,2,2,5,22,1,158,122000,1961
532376040,1.5,1.0,2,108.0,1,2,0,5,2.0,2,2052.0,0,2,1,5,22,1,168,129000,1961
532376080,1.0,0.0,2,430.0,1,2,0,5,1.0,2,1538.0,0,2,2,5,22,1,0,126000,1965
532376090,1.5,0.0,2,1140.0,1,2,2,5,1.0,2,1696.0,0,2,2,5,22,1,30,143900,1962
532376110,1.0,1.0,2,288.0,1,3,0,5,1.0,2,1536.0,0,4,3,5,22,1,0,129000,1963
532376160,1.0,1.0,2,224.0,1,2,3,5,1.0,2,1564.0,0,4,2,5,22,1,560,138500,1965
532376170,1.0,1.0,1,0.0,0,2,0,5,1.0,2,1780.0,0,3,2,1,22,1,0,115000,1968
532376180,1.0,0.0,2,450.0,1,2,0,5,1.0,2,1341.0,0,2,2,5,22,1,155,116000,1968
532376250,1.0,1.0,2,744.0,1,2,0,6,2.0,2,1106.0,0,3,2,5,22,1,277,133500,1963
532377050,1.5,1.0,2,228.0,1,2,0,5,2.0,2,1852.0,0,2,2,5,22,1,188,145000,1968
532377060,1.0,0.0,2,432.0,1,2,0,5,1.0,2,1350.0,0,2,2,5,22,1,0,122000,1967
532377100,1.5,1.0,2,216.0,1,2,0,5,1.0,2,1864.0,0,1,2,5,22,1,220,133000,1963
532377130,1.0,1.0,2,270.0,1,2,2,5,1.0,2,1738.0,0,4,2,5,22,1,165,131400,1961
532377140,1.0,1.0,2,161.0,1,2,0,5,2.0,2,1815.0,0,2,2,5,22,1,0,128500,1961
532378050,1.5,0.0,2,312.0,1,2,0,5,1.0,2,1736.0,0,2,2,5,22,1,0,120875,1965
532378070,1.0,1.0,2,0.0,1,2,0,5,1.0,2,1870.0,0,2,2,5,22,1,180,137000,1965
532378110,1.5,1.0,2,381.0,1,2,0,5,1.0,2,1699.0,0,4,2,5,22,1,104,127000,1962
532378120,1.0,0.0,2,0.0,1,2,1,5,1.0,2,1728.0,0,3,2,5,22,1,236,62383,1965
532378130,1.0,0.0,2,268.0,0,2,0,5,0.0,0,1556.0,0,2,2,5,22,1,0,124000,1964
532378160,1.0,0.0,2,447.0,1,2,2,5,1.0,2,1701.0,0,2,2,5,22,1,0,135000,1961
532378180,1.0,0.5,2,182.0,1,2,0,5,1.0,2,1642.0,0,3,2,5,22,1,0,123000,1962
532378200,1.0,1.5,2,80.0,1,2,0,5,1.0,2,1744.0,0,3,3,5,22,1,168,142000,1961
532378220,1.0,0.0,2,253.0,1,2,1,5,1.0,2,1600.0,0,2,2,5,22,1,64,129200,1967
532378240,1.0,0.0,2,277.0,1,2,0,5,1.0,2,1501.0,0,2,2,5,22,1,0,125500,1967
532476050,2.0,2.0,2,228.0,1,3,2,5,2.0,2,4166.0,1,3,3,3,27,1,741,260000,1974
532476080,2.5,1.0,2,496.0,1,3,2,6,2.0,2,3230.0,0,3,3,6,27,1,281,300000,1990
532477030,2.0,0.5,2,630.0,1,2,2,5,2.0,2,2230.0,0,2,2,5,27,1,390,192000,1974
532477040,2.5,1.0,2,36.0,1,3,3,5,2.0,2,3323.0,0,2,3,6,27,1,267,294000,1974
532478020,2.0,1.0,3,189.0,1,3,3,5,3.0,2,3839.0,0,3,3,5,27,1,717,275000,1980
532479020,2.0,0.0,2,0.0,1,2,3,5,2.0,2,2642.0,0,2,2,5,22,1,92,140000,1972
532479050,1.0,1.0,2,250.0,1,2,0,5,2.0,2,1824.0,0,2,2,5,22,1,183,129000,1974
532479120,2.0,1.0,2,0.0,1,2,2,5,2.0,2,3091.0,0,2,2,3,22,1,0,171000,1975
533110130,2.5,0.0,2,1288.0,1,3,2,5,2.0,2,2417.0,0,4,3,6,18,1,209,260000,1991
533120030,2.5,0.0,2,971.0,1,3,4,6,2.0,3,3292.0,0,4,3,6,18,1,500,302000,1990
533125080,2.5,1.0,2,226.0,1,3,3,6,2.0,2,3387.0,0,4,3,6,18,1,684,290000,1990
533125120,2.5,1.0,2,216.0,1,3,2,6,3.0,2,3944.0,0,4,3,6,18,1,571,334000,1992
533125140,2.5,1.0,2,1328.0,1,3,4,6,2.0,2,3306.0,0,4,3,6,18,1,343,372500,1993
533128030,2.5,1.0,2,367.0,1,3,2,6,2.0,2,3023.0,0,4,3,6,18,1,40,268000,1992
533128090,2.0,1.0,2,168.0,1,3,1,6,3.0,2,3080.0,0,4,3,5,18,1,306,262000,1994
533130020,2.5,1.0,2,76.0,1,3,2,6,2.0,2,2597.0,0,4,3,6,18,1,279,190000,1992
533130130,2.5,1.0,2,0.0,1,3,2,6,3.0,2,3580.0,0,4,3,6,18,1,162,362500,1993
533130160,2.5,1.0,2,261.0,1,3,2,6,3.0,2,3354.0,0,4,3,6,18,1,228,285000,1992
533130170,2.5,0.0,2,983.0,1,3,2,6,2.0,2,3572.0,0,4,3,5,18,1,33,285000,1992
533135020,2.5,0.5,2,158.0,1,3,2,6,2.0,2,2572.0,0,4,3,6,18,1,562,235000,1991
533205060,2.0,1.0,2,190.0,1,3,3,6,2.0,2,2786.0,0,4,3,4,24,1,218,260000,2004
533205110,2.0,1.0,2,527.0,1,3,3,6,2.0,2,2229.0,0,4,3,4,24,1,216,214000,2004
533206020,2.5,0.0,2,1376.0,1,3,2,6,3.0,2,3005.0,0,4,3,2,24,1,177,280750,2004
533206040,1.5,0.0,2,1143.0,1,3,3,6,2.0,2,1143.0,0,4,3,4,24,1,191,176400,2004
533206050,2.0,0.0,2,1375.0,1,3,0,6,2.0,2,1407.0,0,4,3,4,24,1,314,196000,2004
533206060,2.0,1.0,2,1081.0,1,3,0,6,2.0,2,1211.0,0,4,3,4,24,1,60,166000,2006
533206070,2.0,1.0,2,1451.0,1,3,0,6,2.0,2,1625.0,0,4,3,4,24,1,120,193800,2006
533208020,2.0,1.0,3,415.0,1,3,3,6,2.0,2,2289.0,0,4,3,4,24,1,241,194000,2006
533208040,1.5,1.0,2,135.0,1,3,0,6,2.0,2,2347.0,0,4,3,4,24,1,116,199900,2006
533208050,1.5,1.0,2,208.0,1,3,3,6,2.0,2,2286.0,0,4,3,4,24,1,84,197000,2005
533208080,2.5,0.0,2,625.0,1,3,0,6,2.0,2,1250.0,0,4,3,2,24,1,54,171900,2006
533208090,2.5,0.0,2,840.0,1,3,0,6,2.0,2,1680.0,0,4,3,2,24,1,111,190000,2004
533208140,2.0,0.0,2,1211.0,1,3,0,6,2.0,2,1269.0,0,4,3,4,24,1,100,178000,2004
533210060,2.5,0.0,2,320.0,1,3,0,6,2.0,2,1480.0,0,4,3,2,24,1,172,155000,2004
533212010,2.5,0.0,2,600.0,1,3,0,6,2.0,2,1200.0,0,4,3,2,24,1,172,151000,2004
533212020,2.5,1.0,2,190.0,1,3,0,6,2.0,2,1610.0,0,4,3,2,24,1,172,149500,2004
533212050,2.5,1.0,2,210.0,1,3,0,6,2.0,2,1590.0,0,4,3,2,24,1,166,165000,2005
533212060,2.5,1.0,2,224.0,1,3,0,6,2.0,2,1612.0,0,4,3,2,24,1,166,152000,2005
533212100,2.5,0.0,2,600.0,1,2,0,6,2.0,2,1120.0,0,4,3,2,24,1,166,151000,2005
533212110,2.5,0.0,2,600.0,1,3,0,6,2.0,2,1143.0,0,4,3,2,24,1,166,147400,2005
533212120,2.5,0.0,2,600.0,1,3,0,6,2.0,2,1143.0,0,4,3,2,24,1,166,149900,2005
533213010,2.5,0.0,2,1726.0,1,3,3,6,2.0,2,1726.0,0,4,3,4,24,1,254,222000,2008
533213020,1.5,1.0,2,183.0,1,3,3,6,2.0,2,2218.0,0,4,3,4,24,1,169,195000,2008
533213040,2.5,0.0,2,348.0,1,2,0,6,2.0,2,1852.0,0,3,2,2,24,1,24,172500,1999
533213070,2.5,0.0,2,195.0,1,2,0,6,2.0,2,2050.0,0,3,2,2,24,1,0,179400,1999
533213120,2.5,1.0,2,194.0,1,2,0,6,2.0,2,2099.0,0,3,2,2,24,1,32,172900,1999
533213130,2.5,1.0,2,179.0,1,2,2,6,2.0,2,2066.0,0,3,2,2,24,1,0,176500,1999
533213140,2.5,0.0,2,310.0,1,2,1,6,2.0,2,1877.0,0,3,2,2,24,1,32,176000,1999
533215020,2.0,1.0,2,587.0,1,3,2,6,2.0,2,2665.0,0,4,4,4,24,1,298,300000,2000
533215030,1.5,1.0,2,306.0,1,3,2,6,2.0,2,2314.0,0,4,3,4,24,1,322,285000,2001
533215040,1.5,1.0,2,455.0,1,3,2,6,2.0,2,2383.0,0,4,4,4,24,1,213,290000,2001
533215070,2.0,1.0,2,416.0,1,3,2,6,2.0,2,2698.0,0,4,4,4,24,1,237,305000,1999
533215080,2.0,1.0,2,460.0,1,3,2,6,2.0,2,2947.0,0,4,3,4,24,1,162,328900,1999
533217050,2.5,1.0,2,90.0,1,3,0,6,2.0,2,1762.0,0,4,3,2,24,1,48,160000,1999
533217060,2.5,1.0,2,72.0,1,3,0,6,2.0,2,2004.0,0,4,3,2,24,1,20,170000,1999
533221030,2.5,0.0,2,336.0,1,3,2,6,2.0,2,1932.0,0,4,3,2,24,1,32,168500,2000
533221040,2.5,1.0,2,249.0,1,3,0,6,2.0,2,2019.0,0,4,3,2,24,1,32,180000,2000
533221060,2.5,0.0,2,339.0,1,3,0,6,2.0,2,1990.0,0,4,3,2,24,1,32,177000,2000
533221080,2.5,0.0,2,403.0,1,3,0,6,2.0,2,1877.0,0,4,3,2,24,1,32,166000,2000
533221090,2.5,0.0,2,378.0,1,3,0,6,2.0,2,1951.0,0,4,3,2,24,1,32,177500,2000
533221100,2.5,0.0,2,320.0,1,3,2,6,2.0,2,1961.0,0,4,3,2,24,1,0,177000,2000
533221110,2.5,1.0,2,290.0,1,3,0,6,2.0,2,1978.0,0,4,3,2,24,1,32,177000,2000
533223010,2.5,1.0,2,241.0,1,3,0,6,2.0,2,1902.0,0,4,3,2,24,1,34,183900,1999
533223020,2.5,1.0,2,92.0,1,3,0,6,2.0,2,2020.0,0,4,3,2,24,1,44,155000,1999
533223030,2.5,1.0,2,142.0,1,3,0,6,2.0,2,2001.0,0,4,3,2,24,1,34,156000,1999
533223050,2.5,0.0,2,312.0,1,3,0,6,2.0,2,1341.0,0,4,3,2,24,1,60,148800,2004
533223080,2.5,1.0,2,32.0,1,3,0,6,2.0,2,2023.0,0,4,3,2,24,1,203,165000,2000
533223100,2.5,0.0,2,286.0,1,3,0,6,2.0,2,1324.0,0,4,3,2,24,1,50,147110,2003
533223110,2.5,0.0,2,530.0,1,3,0,6,2.0,2,1080.0,0,4,3,2,24,1,50,139000,2003
533234020,2.5,1.0,2,177.0,1,2,2,6,2.0,2,2470.0,0,4,2,6,24,1,0,223000,2001
533236040,2.5,0.0,2,776.0,1,3,0,6,2.0,2,1441.0,0,4,3,2,24,1,206,174000,1999
533236050,2.5,1.0,2,321.0,1,3,0,6,2.0,2,2388.0,0,4,3,2,24,1,115,172500,1999
533236060,2.5,1.0,2,348.0,1,3,0,6,2.0,2,2198.0,0,4,3,2,24,1,169,170000,1999
533236070,2.5,1.0,2,147.0,1,3,0,6,2.0,2,2420.0,0,4,3,2,24,1,169,200000,1999
533236090,2.5,1.0,2,0.0,1,4,2,6,2.0,2,3363.0,0,4,4,2,24,1,184,345000,1998
533241010,2.5,0.0,2,569.0,1,3,2,6,1.0,2,1694.0,0,4,3,6,24,1,492,200000,1997
533241030,2.5,0.0,2,326.0,1,3,2,6,2.0,2,2599.0,0,4,3,6,24,1,208,239000,1997
533242030,2.0,0.0,2,1568.0,1,3,2,6,2.0,2,1568.0,0,4,3,5,24,1,266,221000,2001
533242080,2.0,0.0,2,1339.0,1,3,0,6,2.0,2,1358.0,0,4,3,5,24,1,350,204000,1999
533242090,2.5,1.0,2,90.0,1,3,3,6,2.0,2,3012.0,0,4,3,6,24,1,228,301000,2003
533244030,2.5,1.0,2,491.0,1,3,2,6,2.0,2,2332.0,0,4,3,6,24,1,464,254000,2000
533244040,2.5,1.0,2,319.0,1,3,2,6,2.0,3,3263.0,0,4,3,6,24,1,327,312500,1998
533250050,1.5,1.0,2,474.0,1,3,3,6,2.0,2,2074.0,0,4,4,4,27,1,374,245500,1996
533250110,1.5,1.0,2,0.0,1,3,1,6,2.0,2,2469.0,0,4,3,4,27,1,196,217500,1995
533250130,1.5,1.0,3,0.0,1,3,3,6,2.0,2,2988.0,0,4,4,4,27,1,246,270000,1995
533250160,1.5,2.0,2,100.0,1,3,3,6,2.0,2,3338.0,0,4,3,4,27,1,152,324000,1993
533250190,1.5,1.0,2,0.0,1,3,3,6,2.0,2,2988.0,0,4,3,4,27,1,247,279700,1994
533251110,2.5,1.0,2,270.0,1,3,2,5,2.0,3,4094.0,0,4,3,5,27,1,196,255000,1980
533251120,2.0,0.0,2,572.0,1,2,0,6,2.0,2,1892.0,0,2,2,5,27,1,0,162500,1984
533251130,1.5,1.0,2,289.0,1,2,2,6,2.0,2,2503.0,0,4,3,3,27,1,348,194000,1978
533252020,1.5,1.0,2,441.0,1,3,2,5,2.0,2,1975.0,0,2,2,5,27,1,240,165000,1977
533252040,2.0,1.0,3,306.0,1,4,3,5,2.0,2,3082.0,0,4,4,5,27,1,846,318750,1977
533252130,2.0,1.0,2,280.0,1,3,1,5,2.0,2,2594.0,0,2,3,5,27,1,201,218000,1976
533253030,1.0,1.0,2,44.0,1,3,2,5,2.0,2,2426.0,0,3,2,4,9,1,211,214000,1980
533253050,1.0,1.0,2,176.0,1,3,2,5,2.0,2,1896.0,0,2,3,4,9,1,241,188000,1980
533253060,1.0,1.0,2,0.0,1,3,2,5,2.0,2,1516.0,0,2,3,4,9,1,175,155000,1980
533253070,1.0,1.0,2,266.0,1,3,2,5,2.0,2,2186.0,0,2,3,4,9,1,211,211500,1981
533253090,1.0,1.0,2,419.0,1,3,1,5,2.0,2,2033.0,0,2,3,4,9,1,211,190000,1980
